RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger-V-351;;
Number;7184200193;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;2551;;
Temperature Maximum;24,5°C;;
Temperature Minimum;14,5°C;;
Temperature Average;18°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;62,1%RH;;
Humidity Minimum;38,5%RH;;
Humidity Average;53,8%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-04-25 15:30:06;;
End Time;2022-05-04 12:00:06;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1147;2022-04-29 15:00:06;22;48,4
1148;2022-04-29 15:05:06;22;47,9
1149;2022-04-29 15:10:06;22,1;47,9
1150;2022-04-29 15:15:06;22,1;47,9
1151;2022-04-29 15:20:06;22,2;48
1152;2022-04-29 15:25:06;22,2;48
1153;2022-04-29 15:30:06;22,2;48
1154;2022-04-29 15:35:06;22,2;48
1155;2022-04-29 15:40:06;22,2;48
1156;2022-04-29 15:45:06;22,2;48
1157;2022-04-29 15:50:06;22,2;48
1158;2022-04-29 15:55:06;22,2;48
1159;2022-04-29 16:00:06;22,2;48
1160;2022-04-29 16:05:06;22,2;48
1161;2022-04-29 16:10:06;22,1;47,9
1162;2022-04-29 16:15:06;22,1;48,5
1163;2022-04-29 16:20:06;22,1;48,5
1164;2022-04-29 16:25:06;22;48,4
1165;2022-04-29 16:30:06;22;48,4
1166;2022-04-29 16:35:06;21,9;48,4
1167;2022-04-29 16:40:06;21,9;48,9
1168;2022-04-29 16:45:06;21,8;48,9
1169;2022-04-29 16:50:06;21,7;48,9
1170;2022-04-29 16:55:06;21,7;48,9
1171;2022-04-29 17:00:06;21,6;49,4
1172;2022-04-29 17:05:06;21,5;49,4
1173;2022-04-29 17:10:06;21,5;49,4
1174;2022-04-29 17:15:06;21,5;49,9
1175;2022-04-29 17:20:06;21,4;49,9
1176;2022-04-29 17:25:06;21,3;49,9
1177;2022-04-29 17:30:06;21,2;50,4
1178;2022-04-29 17:35:06;21,1;50,4
1179;2022-04-29 17:40:06;21;50,4
1180;2022-04-29 17:45:06;20,9;50,9
1181;2022-04-29 17:50:06;20,9;50,9
1182;2022-04-29 17:55:06;20,8;50,8
1183;2022-04-29 18:00:06;20,6;51,3
1184;2022-04-29 18:05:06;20,5;51,3
1185;2022-04-29 18:10:06;20,4;51,8
1186;2022-04-29 18:15:06;20,3;51,8
1187;2022-04-29 18:20:06;20,3;51,8
1188;2022-04-29 18:25:06;20,2;51,8
1189;2022-04-29 18:30:06;20,1;51,8
1190;2022-04-29 18:35:06;20;52,3
1191;2022-04-29 18:40:06;19,9;52,2
1192;2022-04-29 18:45:06;19,8;52,2
1193;2022-04-29 18:50:06;19,8;52,7
1194;2022-04-29 18:55:06;19,7;52,7
1195;2022-04-29 19:00:06;19,6;52,7
1196;2022-04-29 19:05:06;19,5;52,7
1197;2022-04-29 19:10:06;19,5;53,2
1198;2022-04-29 19:15:06;19,4;53,2
1199;2022-04-29 19:20:06;19,3;53,2
1200;2022-04-29 19:25:06;19,2;53,7
1201;2022-04-29 19:30:06;19,2;53,6
1202;2022-04-29 19:35:06;19,2;53,6
1203;2022-04-29 19:40:06;19,1;53,6
1204;2022-04-29 19:45:06;19;53,6
1205;2022-04-29 19:50:06;19;53,6
1206;2022-04-29 19:55:06;18,9;53,6
1207;2022-04-29 20:00:06;18,8;54,1
1208;2022-04-29 20:05:06;18,8;54,1
1209;2022-04-29 20:10:06;18,7;54,1
1210;2022-04-29 20:15:06;18,7;54,1
1211;2022-04-29 20:20:06;18,6;54,1
1212;2022-04-29 20:25:06;18,6;54,5
1213;2022-04-29 20:30:06;18,6;54,5
1214;2022-04-29 20:35:06;18,5;54,5
1215;2022-04-29 20:40:06;18,5;54,5
1216;2022-04-29 20:45:06;18,4;54,5
1217;2022-04-29 20:50:06;18,4;54,5
1218;2022-04-29 20:55:06;18,3;54,5
1219;2022-04-29 21:00:06;18,3;54,5
1220;2022-04-29 21:05:06;18,2;55
1221;2022-04-29 21:10:06;18,2;55
1222;2022-04-29 21:15:06;18,1;55
1223;2022-04-29 21:20:06;18,1;55
1224;2022-04-29 21:25:06;18;55
1225;2022-04-29 21:30:06;18;54,9
1226;2022-04-29 21:35:06;18;54,9
1227;2022-04-29 21:40:06;17,9;55,4
1228;2022-04-29 21:45:06;17,9;55,4
1229;2022-04-29 21:50:06;17,9;55,4
1230;2022-04-29 21:55:06;17,8;55,4
1231;2022-04-29 22:00:06;17,8;55,4
1232;2022-04-29 22:05:06;17,7;55,4
1233;2022-04-29 22:10:06;17,7;55,4
1234;2022-04-29 22:15:06;17,6;55,4
1235;2022-04-29 22:20:06;17,6;55,4
1236;2022-04-29 22:25:06;17,5;55,4
1237;2022-04-29 22:30:06;17,5;55,4
1238;2022-04-29 22:35:06;17,4;55,4
1239;2022-04-29 22:40:06;17,4;55,4
1240;2022-04-29 22:45:06;17,4;55,8
1241;2022-04-29 22:50:06;17,4;55,8
1242;2022-04-29 22:55:06;17,3;55,8
1243;2022-04-29 23:00:06;17,3;55,8
1244;2022-04-29 23:05:06;17,3;55,8
1245;2022-04-29 23:10:06;17,2;55,8
1246;2022-04-29 23:15:06;17,2;55,8
1247;2022-04-29 23:20:06;17,2;55,8
1248;2022-04-29 23:25:06;17,2;55,8
1249;2022-04-29 23:30:06;17,2;55,8
1250;2022-04-29 23:35:06;17,1;55,8
1251;2022-04-29 23:40:06;17,1;55,8
1252;2022-04-29 23:45:06;17,1;56,3
1253;2022-04-29 23:50:06;17,1;56,3
1254;2022-04-29 23:55:06;17;56,3
1255;2022-04-30 00:00:06;17;56,3
1256;2022-04-30 00:05:06;17;56,3
1257;2022-04-30 00:10:06;16,9;56,3
1258;2022-04-30 00:15:06;16,9;56,2
1259;2022-04-30 00:20:06;16,9;56,2
1260;2022-04-30 00:25:06;16,9;56,2
1261;2022-04-30 00:30:06;16,9;56,2
1262;2022-04-30 00:35:06;16,8;56,2
1263;2022-04-30 00:40:06;16,8;56,2
1264;2022-04-30 00:45:06;16,8;56,2
1265;2022-04-30 00:50:06;16,8;56,2
1266;2022-04-30 00:55:06;16,7;56,2
1267;2022-04-30 01:00:06;16,7;56,2
1268;2022-04-30 01:05:06;16,7;56,2
1269;2022-04-30 01:10:06;16,7;56,2
1270;2022-04-30 01:15:06;16,7;56,2
1271;2022-04-30 01:20:06;16,7;56,2
1272;2022-04-30 01:25:06;16,6;56,2
1273;2022-04-30 01:30:06;16,6;56,2
1274;2022-04-30 01:35:06;16,6;56,2
1275;2022-04-30 01:40:06;16,6;56,2
1276;2022-04-30 01:45:06;16,6;56,2
1277;2022-04-30 01:50:06;16,5;56,2
1278;2022-04-30 01:55:06;16,5;56,2
1279;2022-04-30 02:00:06;16,5;56,2
1280;2022-04-30 02:05:06;16,5;56,2
1281;2022-04-30 02:10:06;16,4;56,2
1282;2022-04-30 02:15:06;16,4;56,2
1283;2022-04-30 02:20:06;16,4;56,7
1284;2022-04-30 02:25:06;16,3;56,6
1285;2022-04-30 02:30:06;16,3;56,6
1286;2022-04-30 02:35:06;16,3;56,6
1287;2022-04-30 02:40:06;16,2;56,6
1288;2022-04-30 02:45:06;16,2;56,6
1289;2022-04-30 02:50:06;16,2;56,6
1290;2022-04-30 02:55:06;16,2;56,6
1291;2022-04-30 03:00:06;16,2;56,6
1292;2022-04-30 03:05:06;16,1;56,6
1293;2022-04-30 03:10:06;16,1;56,6
1294;2022-04-30 03:15:06;16,1;56,6
1295;2022-04-30 03:20:06;16,1;56,6
1296;2022-04-30 03:25:06;16;56,6
1297;2022-04-30 03:30:06;16;56,6
1298;2022-04-30 03:35:06;16;56,6
1299;2022-04-30 03:40:06;16;57,1
1300;2022-04-30 03:45:06;16;57,1
1301;2022-04-30 03:50:06;16;56,6
1302;2022-04-30 03:55:06;16;57,1
1303;2022-04-30 04:00:06;16;56,6
1304;2022-04-30 04:05:06;16;57,1
1305;2022-04-30 04:10:06;15,9;57,1
1306;2022-04-30 04:15:06;15,9;57,1
1307;2022-04-30 04:20:06;15,9;57,1
1308;2022-04-30 04:25:06;15,9;57,1
1309;2022-04-30 04:30:06;15,9;57,1
1310;2022-04-30 04:35:06;15,8;57,1
1311;2022-04-30 04:40:06;15,8;57,1
1312;2022-04-30 04:45:06;15,8;57,1
1313;2022-04-30 04:50:06;15,8;57,1
1314;2022-04-30 04:55:06;15,8;57,1
1315;2022-04-30 05:00:06;15,8;57,1
1316;2022-04-30 05:05:06;15,8;57,1
1317;2022-04-30 05:10:06;15,8;57
1318;2022-04-30 05:15:06;15,8;57
1319;2022-04-30 05:20:06;15,8;57
1320;2022-04-30 05:25:06;15,7;57
1321;2022-04-30 05:30:06;15,7;57
1322;2022-04-30 05:35:06;15,7;57
1323;2022-04-30 05:40:06;15,7;57
1324;2022-04-30 05:45:06;15,6;57
1325;2022-04-30 05:50:06;15,6;57
1326;2022-04-30 05:55:06;15,6;57
1327;2022-04-30 06:00:06;15,5;57
1328;2022-04-30 06:05:06;15,5;57
1329;2022-04-30 06:10:06;15,4;57,5
1330;2022-04-30 06:15:06;15,4;57,5
1331;2022-04-30 06:20:06;15,4;57,5
1332;2022-04-30 06:25:06;15,4;57,5
1333;2022-04-30 06:30:06;15,4;57,5
1334;2022-04-30 06:35:06;15,3;57,5
1335;2022-04-30 06:40:06;15,3;57,5
1336;2022-04-30 06:45:06;15,3;57,5
1337;2022-04-30 06:50:06;15,3;57,5
1338;2022-04-30 06:55:06;15,3;57,5
1339;2022-04-30 07:00:06;15,2;57,5
1340;2022-04-30 07:05:06;15,2;57,4
1341;2022-04-30 07:10:06;15,2;57,4
1342;2022-04-30 07:15:06;15,2;57,4
1343;2022-04-30 07:20:06;15,2;57,4
1344;2022-04-30 07:25:06;15,1;57,4
1345;2022-04-30 07:30:06;15,1;57,4
1346;2022-04-30 07:35:06;15,1;57,4
1347;2022-04-30 07:40:06;15,1;57,4
1348;2022-04-30 07:45:06;15,1;57,4
1349;2022-04-30 07:50:06;15,1;57,4
1350;2022-04-30 07:55:06;15,1;57,4
1351;2022-04-30 08:00:06;15,1;57,4
1352;2022-04-30 08:05:06;15,1;57,4
1353;2022-04-30 08:10:06;15,2;57,4
1354;2022-04-30 08:15:06;15,2;57,4
1355;2022-04-30 08:20:06;15,3;57,5
1356;2022-04-30 08:25:06;15,4;57
1357;2022-04-30 08:30:06;15,5;57
1358;2022-04-30 08:35:06;15,6;57
1359;2022-04-30 08:40:06;15,7;57
1360;2022-04-30 08:45:06;15,8;56,6
1361;2022-04-30 08:50:06;15,9;56,6
1362;2022-04-30 08:55:06;16;56,1
1363;2022-04-30 09:00:06;16;56,1
1364;2022-04-30 09:05:06;16,1;56,1
1365;2022-04-30 09:10:06;16,2;56,1
1366;2022-04-30 09:15:06;16,3;55,7
1367;2022-04-30 09:20:06;16,4;55,7
1368;2022-04-30 09:25:06;16,4;55,7
1369;2022-04-30 09:30:06;16,5;55,7
1370;2022-04-30 09:35:06;16,6;55,7
1371;2022-04-30 09:40:06;16,7;55,7
1372;2022-04-30 09:45:06;16,8;55,3
1373;2022-04-30 09:50:06;16,9;55,3
1374;2022-04-30 09:55:06;17;55,3
1375;2022-04-30 10:00:06;17,1;55,3
1376;2022-04-30 10:05:06;17,2;55,3
1377;2022-04-30 10:10:06;17,2;54,8
1378;2022-04-30 10:15:06;17,4;54,8
1379;2022-04-30 10:20:06;17,4;54,9
1380;2022-04-30 10:25:06;17,5;54,4
1381;2022-04-30 10:30:06;17,6;54,4
1382;2022-04-30 10:35:06;17,7;54,4
1383;2022-04-30 10:40:06;17,8;54,4
1384;2022-04-30 10:45:06;17,9;53,9
1385;2022-04-30 10:50:06;17,9;53,5
1386;2022-04-30 10:55:06;18;53,5
1387;2022-04-30 11:00:06;18,1;53,5
1388;2022-04-30 11:05:06;18,2;53,5
1389;2022-04-30 11:10:06;18,2;53,5
1390;2022-04-30 11:15:06;18,4;53,5
1391;2022-04-30 11:20:06;18,5;53,5
1392;2022-04-30 11:25:06;18,6;53
1393;2022-04-30 11:30:06;18,6;53,1
1394;2022-04-30 11:35:06;18,7;52,6
1395;2022-04-30 11:40:06;18,8;52,6
1396;2022-04-30 11:45:06;18,9;52,6
1397;2022-04-30 11:50:06;19;52,6
1398;2022-04-30 11:55:06;19,1;52,1
1399;2022-04-30 12:00:06;19,1;52,1
1400;2022-04-30 12:05:06;19,2;51,6
1401;2022-04-30 12:10:06;19,2;51,6
1402;2022-04-30 12:15:06;19,3;51,7
1403;2022-04-30 12:20:06;19,4;51,7
1404;2022-04-30 12:25:06;19,5;51,7
1405;2022-04-30 12:30:06;19,6;51,2
1406;2022-04-30 12:35:06;19,7;51,2
1407;2022-04-30 12:40:06;19,8;50,7
1408;2022-04-30 12:45:06;19,8;50,7
1409;2022-04-30 12:50:06;19,8;50,7
1410;2022-04-30 12:55:06;19,9;50,7
1411;2022-04-30 13:00:06;20;50,7
1412;2022-04-30 13:05:06;20,1;50,2
1413;2022-04-30 13:10:06;20,2;49,7
1414;2022-04-30 13:15:06;20,3;49,8
1415;2022-04-30 13:20:06;20,3;49,8
1416;2022-04-30 13:25:06;20,3;49,8
1417;2022-04-30 13:30:06;20,4;49,3
1418;2022-04-30 13:35:06;20,5;48,8
1419;2022-04-30 13:40:06;20,5;48,8
1420;2022-04-30 13:45:06;20,6;48,8
1421;2022-04-30 13:50:06;20,6;48,8
1422;2022-04-30 13:55:06;20,7;48,8
1423;2022-04-30 14:00:06;20,8;48,3
1424;2022-04-30 14:05:06;20,8;48,3
1425;2022-04-30 14:10:06;20,8;48,3
1426;2022-04-30 14:15:06;20,9;47,8
1427;2022-04-30 14:20:06;20,9;47,8
1428;2022-04-30 14:25:06;20,9;47,8
1429;2022-04-30 14:30:06;21;47,8
1430;2022-04-30 14:35:06;21;47,8
1431;2022-04-30 14:40:06;21;47,8
1432;2022-04-30 14:45:06;21,1;47,8
1433;2022-04-30 14:50:06;21,1;47,3
1434;2022-04-30 14:55:06;21,2;47,3
1435;2022-04-30 15:00:06;21,2;47,3
1436;2022-04-30 15:05:06;21,2;47,3
1437;2022-04-30 15:10:06;21,2;47,3
1438;2022-04-30 15:15:06;21,3;47,3
1439;2022-04-30 15:20:06;21,3;47,3
1440;2022-04-30 15:25:06;21,3;47,3
1441;2022-04-30 15:30:06;21,3;47,3
1442;2022-04-30 15:35:06;21,4;47,3
1443;2022-04-30 15:40:06;21,4;47,3
1444;2022-04-30 15:45:06;21,4;46,8
1445;2022-04-30 15:50:06;21,4;46,8
1446;2022-04-30 15:55:06;21,4;46,8
1447;2022-04-30 16:00:06;21,4;46,8
1448;2022-04-30 16:05:06;21,4;46,8
1449;2022-04-30 16:10:06;21,4;46,8
1450;2022-04-30 16:15:06;21,4;46,8
1451;2022-04-30 16:20:06;21,3;46,8
1452;2022-04-30 16:25:06;21,3;46,8
1453;2022-04-30 16:30:06;21,3;46,8
1454;2022-04-30 16:35:06;21,2;47,3
1455;2022-04-30 16:40:06;21,2;47,3
1456;2022-04-30 16:45:06;21,2;47,3
1457;2022-04-30 16:50:06;21,1;47,3
1458;2022-04-30 16:55:06;21,1;47,3
1459;2022-04-30 17:00:06;21;47,8
1460;2022-04-30 17:05:06;21;47,8
1461;2022-04-30 17:10:06;20,9;47,8
1462;2022-04-30 17:15:06;20,9;47,8
1463;2022-04-30 17:20:06;20,8;47,8
1464;2022-04-30 17:25:06;20,7;48,3
1465;2022-04-30 17:30:06;20,6;48,3
1466;2022-04-30 17:35:06;20,5;48,8
1467;2022-04-30 17:40:06;20,4;48,8
1468;2022-04-30 17:45:06;20,3;48,8
1469;2022-04-30 17:50:06;20,2;48,7
1470;2022-04-30 17:55:06;20,1;49,2
1471;2022-04-30 18:00:06;20;49,2
1472;2022-04-30 18:05:06;19,9;49,7
1473;2022-04-30 18:10:06;19,8;49,7
1474;2022-04-30 18:15:06;19,8;49,7
1475;2022-04-30 18:20:06;19,6;49,7
1476;2022-04-30 18:25:06;19,6;50,2
1477;2022-04-30 18:30:06;19,5;50,2
1478;2022-04-30 18:35:06;19,4;50,2
1479;2022-04-30 18:40:06;19,3;50,7
1480;2022-04-30 18:45:06;19,2;50,6
1481;2022-04-30 18:50:06;19,2;50,6
1482;2022-04-30 18:55:06;19,1;51,1
1483;2022-04-30 19:00:06;19;51,1
1484;2022-04-30 19:05:06;19;51,1
1485;2022-04-30 19:10:06;18,9;51,6
1486;2022-04-30 19:15:06;18,8;51,6
1487;2022-04-30 19:20:06;18,8;51,6
1488;2022-04-30 19:25:06;18,7;51,6
1489;2022-04-30 19:30:06;18,7;51,6
1490;2022-04-30 19:35:06;18,6;51,6
1491;2022-04-30 19:40:06;18,6;52,1
1492;2022-04-30 19:45:06;18,6;52,1
1493;2022-04-30 19:50:06;18,5;52,1
1494;2022-04-30 19:55:06;18,5;52
1495;2022-04-30 20:00:06;18,5;52
1496;2022-04-30 20:05:06;18,4;52,5
1497;2022-04-30 20:10:06;18,4;52,5
1498;2022-04-30 20:15:06;18,3;52,5
1499;2022-04-30 20:20:06;18,3;52,5
1500;2022-04-30 20:25:06;18,3;52,5
1501;2022-04-30 20:30:06;18,2;52,5
1502;2022-04-30 20:35:06;18,2;52,5
1503;2022-04-30 20:40:06;18,2;53
1504;2022-04-30 20:45:06;18,1;53
1505;2022-04-30 20:50:06;18,1;53
1506;2022-04-30 20:55:06;18;53
1507;2022-04-30 21:00:06;18;53
1508;2022-04-30 21:05:06;18;53
1509;2022-04-30 21:10:06;18;53,5
1510;2022-04-30 21:15:06;17,9;53,5
1511;2022-04-30 21:20:06;17,9;53,5
1512;2022-04-30 21:25:06;17,9;53,5
1513;2022-04-30 21:30:06;17,8;53,5
1514;2022-04-30 21:35:06;17,8;53,4
1515;2022-04-30 21:40:06;17,7;53,4
1516;2022-04-30 21:45:06;17,7;53,4
1517;2022-04-30 21:50:06;17,7;53,9
1518;2022-04-30 21:55:06;17,6;53,9
1519;2022-04-30 22:00:06;17,6;53,9
1520;2022-04-30 22:05:06;17,6;53,9
1521;2022-04-30 22:10:06;17,5;53,9
1522;2022-04-30 22:15:06;17,5;53,9
1523;2022-04-30 22:20:06;17,4;54,4
1524;2022-04-30 22:25:06;17,4;54,4
1525;2022-04-30 22:30:06;17,4;54,4
1526;2022-04-30 22:35:06;17,4;54,4
1527;2022-04-30 22:40:06;17,3;54,4
1528;2022-04-30 22:45:06;17,3;54,4
1529;2022-04-30 22:50:06;17,2;54,3
1530;2022-04-30 22:55:06;17,2;54,3
1531;2022-04-30 23:00:06;17,1;54,3
1532;2022-04-30 23:05:06;17,1;54,8
1533;2022-04-30 23:10:06;17;54,8
1534;2022-04-30 23:15:06;17;54,8
1535;2022-04-30 23:20:06;16,9;54,8
1536;2022-04-30 23:25:06;16,9;54,8
1537;2022-04-30 23:30:06;16,9;54,8
1538;2022-04-30 23:35:06;16,8;54,8
1539;2022-04-30 23:40:06;16,8;55,3
1540;2022-04-30 23:45:06;16,7;55,3
1541;2022-04-30 23:50:06;16,7;55,3
1542;2022-04-30 23:55:06;16,7;55,3
1543;2022-05-01 00:00:06;16,7;55,2
1544;2022-05-01 00:05:06;16,7;55,2
1545;2022-05-01 00:10:06;16,6;55,2
1546;2022-05-01 00:15:06;16,6;55,2
1547;2022-05-01 00:20:06;16,6;55,2
1548;2022-05-01 00:25:06;16,5;55,2
1549;2022-05-01 00:30:06;16,5;55,2
1550;2022-05-01 00:35:06;16,5;55,2
1551;2022-05-01 00:40:06;16,4;55,2
1552;2022-05-01 00:45:06;16,4;55,2
1553;2022-05-01 00:50:06;16,4;55,2
1554;2022-05-01 00:55:06;16,3;55,2
1555;2022-05-01 01:00:06;16,3;55,2
1556;2022-05-01 01:05:06;16,3;55,2
1557;2022-05-01 01:10:06;16,2;55,2
1558;2022-05-01 01:15:06;16,2;55,2
1559;2022-05-01 01:20:06;16,2;55,2
1560;2022-05-01 01:25:06;16,1;55,2
1561;2022-05-01 01:30:06;16,1;55,2
1562;2022-05-01 01:35:06;16,1;55,2
1563;2022-05-01 01:40:06;16;55,2
1564;2022-05-01 01:45:06;16;55,2
1565;2022-05-01 01:50:06;16;55,2
1566;2022-05-01 01:55:06;16;55,2
1567;2022-05-01 02:00:06;16;55,2
1568;2022-05-01 02:05:06;16;55,2
1569;2022-05-01 02:10:06;15,9;55,1
1570;2022-05-01 02:15:06;15,9;55,1
1571;2022-05-01 02:20:06;15,9;55,1
1572;2022-05-01 02:25:06;15,9;55,1
1573;2022-05-01 02:30:06;15,9;55,1
1574;2022-05-01 02:35:06;15,8;55,1
1575;2022-05-01 02:40:06;15,8;55,1
1576;2022-05-01 02:45:06;15,8;55,1
1577;2022-05-01 02:50:06;15,8;55,6
1578;2022-05-01 02:55:06;15,8;55,1
1579;2022-05-01 03:00:06;15,7;55,1
1580;2022-05-01 03:05:06;15,7;55,6
1581;2022-05-01 03:10:06;15,7;55,6
1582;2022-05-01 03:15:06;15,7;55,6
1583;2022-05-01 03:20:06;15,7;55,6
1584;2022-05-01 03:25:06;15,7;55,6
1585;2022-05-01 03:30:06;15,6;55,6
1586;2022-05-01 03:35:06;15,6;55,6
1587;2022-05-01 03:40:06;15,6;55,6
1588;2022-05-01 03:45:06;15,6;55,6
1589;2022-05-01 03:50:06;15,6;55,6
1590;2022-05-01 03:55:06;15,6;55,6
1591;2022-05-01 04:00:06;15,5;55,6
1592;2022-05-01 04:05:06;15,5;55,6
1593;2022-05-01 04:10:06;15,5;55,6
1594;2022-05-01 04:15:06;15,5;55,6
1595;2022-05-01 04:20:06;15,5;55,6
1596;2022-05-01 04:25:06;15,4;55,6
1597;2022-05-01 04:30:06;15,4;55,6
1598;2022-05-01 04:35:06;15,4;55,6
1599;2022-05-01 04:40:06;15,4;56
1600;2022-05-01 04:45:06;15,4;55,6
1601;2022-05-01 04:50:06;15,4;55,6
1602;2022-05-01 04:55:06;15,4;56
1603;2022-05-01 05:00:06;15,4;56
1604;2022-05-01 05:05:06;15,4;56
1605;2022-05-01 05:10:06;15,4;56
1606;2022-05-01 05:15:06;15,4;56
1607;2022-05-01 05:20:06;15,3;56
1608;2022-05-01 05:25:06;15,3;56
1609;2022-05-01 05:30:06;15,3;56
1610;2022-05-01 05:35:06;15,3;56
1611;2022-05-01 05:40:06;15,2;56
1612;2022-05-01 05:45:06;15,2;56
1613;2022-05-01 05:50:06;15,2;56
1614;2022-05-01 05:55:06;15,2;56
1615;2022-05-01 06:00:06;15,1;56
1616;2022-05-01 06:05:06;15,1;56
1617;2022-05-01 06:10:06;15,1;56
1618;2022-05-01 06:15:06;15,1;56
1619;2022-05-01 06:20:06;15,1;56
1620;2022-05-01 06:25:06;15,1;56
1621;2022-05-01 06:30:06;15;56
1622;2022-05-01 06:35:06;15;56
1623;2022-05-01 06:40:06;15;56
1624;2022-05-01 06:45:06;15;56
1625;2022-05-01 06:50:06;15;56
1626;2022-05-01 06:55:06;14,9;56,4
1627;2022-05-01 07:00:06;14,9;56
1628;2022-05-01 07:05:06;14,9;56
1629;2022-05-01 07:10:06;14,9;56
1630;2022-05-01 07:15:06;14,8;56
1631;2022-05-01 07:20:06;14,8;56,4
1632;2022-05-01 07:25:06;14,8;56,4
1633;2022-05-01 07:30:06;14,8;56,4
1634;2022-05-01 07:35:06;14,8;56,4
1635;2022-05-01 07:40:06;14,8;55,9
1636;2022-05-01 07:45:06;14,8;56,4
1637;2022-05-01 07:50:06;14,8;55,9
1638;2022-05-01 07:55:06;14,8;56,4
1639;2022-05-01 08:00:06;14,8;55,9
1640;2022-05-01 08:05:06;14,8;56
1641;2022-05-01 08:10:06;14,9;56
1642;2022-05-01 08:15:06;14,9;56
1643;2022-05-01 08:20:06;15;56
1644;2022-05-01 08:25:06;15,1;56
1645;2022-05-01 08:30:06;15,2;56
1646;2022-05-01 08:35:06;15,3;56
1647;2022-05-01 08:40:06;15,4;55,5
1648;2022-05-01 08:45:06;15,4;55,6
1649;2022-05-01 08:50:06;15,5;55,1
1650;2022-05-01 08:55:06;15,6;55,1
1651;2022-05-01 09:00:06;15,7;55,1
1652;2022-05-01 09:05:06;15,7;55,1
1653;2022-05-01 09:10:06;15,8;54,6
1654;2022-05-01 09:15:06;15,9;54,6
1655;2022-05-01 09:20:06;16;54,7
1656;2022-05-01 09:25:06;16,1;54,2
1657;2022-05-01 09:30:06;16,2;54,2
1658;2022-05-01 09:35:06;16,3;54,2
1659;2022-05-01 09:40:06;16,4;54,2
1660;2022-05-01 09:45:06;16,5;54,2
1661;2022-05-01 09:50:06;16,6;53,8
1662;2022-05-01 09:55:06;16,7;53,8
1663;2022-05-01 10:00:06;16,7;53,8
1664;2022-05-01 10:05:06;16,8;53,3
1665;2022-05-01 10:10:06;16,9;53,3
1666;2022-05-01 10:15:06;17;53,3
1667;2022-05-01 10:20:06;17,1;53,3
1668;2022-05-01 10:25:06;17,2;53,4
1669;2022-05-01 10:30:06;17,2;52,9
1670;2022-05-01 10:35:06;17,3;52,9
1671;2022-05-01 10:40:06;17,4;52,9
1672;2022-05-01 10:45:06;17,4;52,4
1673;2022-05-01 10:50:06;17,5;52,4
1674;2022-05-01 10:55:06;17,6;52,4
1675;2022-05-01 11:00:06;17,7;51,9
1676;2022-05-01 11:05:06;17,7;51,9
1677;2022-05-01 11:10:06;17,8;51,9
1678;2022-05-01 11:15:06;17,9;51,5
1679;2022-05-01 11:20:06;18;51,5
1680;2022-05-01 11:25:06;18;51,5
1681;2022-05-01 11:30:06;18,1;51,5
1682;2022-05-01 11:35:06;18,2;51,5
1683;2022-05-01 11:40:06;18,3;51,5
1684;2022-05-01 11:45:06;18,4;51
1685;2022-05-01 11:50:06;18,5;51
1686;2022-05-01 11:55:06;18,6;50,6
1687;2022-05-01 12:00:06;18,6;50,6
1688;2022-05-01 12:05:06;18,7;50,6
1689;2022-05-01 12:10:06;18,8;50,6
1690;2022-05-01 12:15:06;18,9;50,6
1691;2022-05-01 12:20:06;19;50,6
1692;2022-05-01 12:25:06;19,1;50,1
1693;2022-05-01 12:30:06;19,1;50,1
1694;2022-05-01 12:35:06;19,2;49,6
1695;2022-05-01 12:40:06;19,3;49,6
1696;2022-05-01 12:45:06;19,3;49,6
1697;2022-05-01 12:50:06;19,4;49,6
1698;2022-05-01 12:55:06;19,5;49,2
1699;2022-05-01 13:00:06;19,6;49,2
1700;2022-05-01 13:05:06;19,6;48,7
1701;2022-05-01 13:10:06;19,7;48,7
1702;2022-05-01 13:15:06;19,8;48,7
1703;2022-05-01 13:20:06;19,8;48,7
1704;2022-05-01 13:25:06;19,9;48,2
1705;2022-05-01 13:30:06;19,9;48,2
1706;2022-05-01 13:35:06;20;47,7
1707;2022-05-01 13:40:06;20;47,7
1708;2022-05-01 13:45:06;20,1;47,7
1709;2022-05-01 13:50:06;20,1;47,7
1710;2022-05-01 13:55:06;20,2;47,2
1711;2022-05-01 14:00:06;20,2;47,2
1712;2022-05-01 14:05:06;20,3;47,2
1713;2022-05-01 14:10:06;20,3;46,7
1714;2022-05-01 14:15:06;20,4;46,7
1715;2022-05-01 14:20:06;20,4;46,7
1716;2022-05-01 14:25:06;20,4;46,7
1717;2022-05-01 14:30:06;20,5;46,7
1718;2022-05-01 14:35:06;20,5;46,7
1719;2022-05-01 14:40:06;20,6;46,7
1720;2022-05-01 14:45:06;20,6;46,7
1721;2022-05-01 14:50:06;20,6;46,7
1722;2022-05-01 14:55:06;20,7;46,7
1723;2022-05-01 15:00:06;20,7;46,2
1724;2022-05-01 15:05:06;20,7;46,2
