Informe de datos;;;;;
Archivo creado el:2022-05-28 18:37:12;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;21-05-2022 11:33
53;2022-05-21 15:53;21,7;69,3;;
54;2022-05-21 15:58;21,7;69,8;;
55;2022-05-21 16:03;21,6;69,8;;
56;2022-05-21 16:08;21,6;69,7;;
57;2022-05-21 16:13;21,5;70,2;;
58;2022-05-21 16:18;21,4;71,5;;
59;2022-05-21 16:23;21,1;73,2;;
60;2022-05-21 16:28;21;74;;
61;2022-05-21 16:33;20,8;74;;
62;2022-05-21 16:38;20,6;73,6;;
63;2022-05-21 16:43;20,6;74;;
64;2022-05-21 16:48;20,6;73,1;;
65;2022-05-21 16:53;20,4;71,8;;
66;2022-05-21 16:58;20,3;71,3;;
67;2022-05-21 17:03;20,2;71,3;;
68;2022-05-21 17:08;20;71,2;;
69;2022-05-21 17:13;19,8;71,6;;
70;2022-05-21 17:18;19,7;72,1;;
71;2022-05-21 17:23;19,8;72,1;;
72;2022-05-21 17:28;19,9;72,1;;
73;2022-05-21 17:33;19,8;71,6;;
74;2022-05-21 17:38;19,7;72,1;;
75;2022-05-21 17:43;19,6;72,5;;
76;2022-05-21 17:48;19,5;72,5;;
77;2022-05-21 17:53;19,4;72,8;;
78;2022-05-21 17:58;19,4;73,3;;
79;2022-05-21 18:03;19,3;73,3;;
80;2022-05-21 18:08;19,5;73,3;;
81;2022-05-21 18:13;19,6;73,3;;
82;2022-05-21 18:18;19,7;73,3;;
83;2022-05-21 18:23;19,8;72,5;;
84;2022-05-21 18:28;19,9;72,1;;
85;2022-05-21 18:33;20;72,1;;
86;2022-05-21 18:38;20;72,1;;
87;2022-05-21 18:43;20;72,5;;
88;2022-05-21 18:48;20;72,1;;
89;2022-05-21 18:53;20;72,6;;
90;2022-05-21 18:58;20,1;72,6;;
91;2022-05-21 19:03;20,1;72,6;;
92;2022-05-21 19:08;20,1;72,6;;
93;2022-05-21 19:13;20,1;72,6;;
94;2022-05-21 19:18;20,1;72,6;;
95;2022-05-21 19:23;20,1;72,6;;
96;2022-05-21 19:28;20,1;72,6;;
97;2022-05-21 19:33;20,1;72,6;;
98;2022-05-21 19:38;20,1;72,6;;
99;2022-05-21 19:43;20;72,6;;
100;2022-05-21 19:48;20;72,6;;
101;2022-05-21 19:53;20;72,6;;
102;2022-05-21 19:58;20;72,1;;
103;2022-05-21 20:03;20;72,1;;
104;2022-05-21 20:08;20;72,1;;
105;2022-05-21 20:13;20;72,1;;
106;2022-05-21 20:18;19,9;71,6;;
107;2022-05-21 20:23;19,9;71,6;;
108;2022-05-21 20:28;19,9;71,6;;
109;2022-05-21 20:33;19,9;71,6;;
110;2022-05-21 20:38;19,9;71,6;;
111;2022-05-21 20:43;19,8;71,2;;
112;2022-05-21 20:48;19,8;71,2;;
113;2022-05-21 20:53;19,8;71,2;;
114;2022-05-21 20:58;19,8;71,2;;
115;2022-05-21 21:03;19,7;71,2;;
116;2022-05-21 21:08;19,7;71,2;;
117;2022-05-21 21:13;19,7;71,6;;
118;2022-05-21 21:18;19,7;71,6;;
119;2022-05-21 21:23;19,6;71,2;;
120;2022-05-21 21:28;19,6;71,1;;
121;2022-05-21 21:33;19,5;71,1;;
122;2022-05-21 21:38;19,5;71,1;;
123;2022-05-21 21:43;19,5;71,1;;
124;2022-05-21 21:48;19,5;71,1;;
125;2022-05-21 21:53;19,5;71,1;;
126;2022-05-21 21:58;19,5;71,1;;
127;2022-05-21 22:03;19,4;71,1;;
128;2022-05-21 22:08;19,4;71,1;;
129;2022-05-21 22:13;19,4;71,1;;
130;2022-05-21 22:18;19,4;70,7;;
131;2022-05-21 22:23;19,3;70,7;;
132;2022-05-21 22:28;19,3;70,7;;
133;2022-05-21 22:33;19,3;71,1;;
134;2022-05-21 22:38;19,3;71,1;;
135;2022-05-21 22:43;19,3;71,1;;
136;2022-05-21 22:48;19,2;70,6;;
137;2022-05-21 22:53;19,2;70,6;;
138;2022-05-21 22:58;19,1;70,6;;
139;2022-05-21 23:03;19,1;70,6;;
140;2022-05-21 23:08;19,1;70,6;;
141;2022-05-21 23:13;19;70,6;;
142;2022-05-21 23:18;19;71;;
143;2022-05-21 23:23;19;71;;
144;2022-05-21 23:28;19;71;;
145;2022-05-21 23:33;19;71;;
146;2022-05-21 23:38;19;71;;
147;2022-05-21 23:43;18,9;71;;
148;2022-05-21 23:48;18,9;70,6;;
149;2022-05-21 23:53;18,9;71;;
150;2022-05-21 23:58;18,9;70,6;;
151;2022-05-22 0:03;18,8;70,6;;
152;2022-05-22 0:08;18,8;70,6;;
153;2022-05-22 0:13;18,8;70,6;;
154;2022-05-22 0:18;18,8;70,6;;
155;2022-05-22 0:23;18,8;70,6;;
156;2022-05-22 0:28;18,8;70,5;;
157;2022-05-22 0:33;18,7;70,5;;
158;2022-05-22 0:38;18,6;70,5;;
159;2022-05-22 0:43;18,6;70,5;;
160;2022-05-22 0:48;18,6;70,5;;
161;2022-05-22 0:53;18,6;70,5;;
162;2022-05-22 0:58;18,6;70,5;;
163;2022-05-22 1:03;18,6;70,5;;
164;2022-05-22 1:08;18,5;70,5;;
165;2022-05-22 1:13;18,5;70,5;;
166;2022-05-22 1:18;18,4;70,5;;
167;2022-05-22 1:23;18,4;70,5;;
168;2022-05-22 1:28;18,4;70,5;;
169;2022-05-22 1:33;18,4;70,5;;
170;2022-05-22 1:38;18,4;70,9;;
171;2022-05-22 1:43;18,4;70,5;;
172;2022-05-22 1:48;18,4;70,9;;
173;2022-05-22 1:53;18,4;70,5;;
174;2022-05-22 1:58;18,4;70,5;;
175;2022-05-22 2:03;18,4;70,5;;
176;2022-05-22 2:08;18,4;70,5;;
177;2022-05-22 2:13;18,3;70,5;;
178;2022-05-22 2:18;18,3;70,9;;
179;2022-05-22 2:23;18,2;70,9;;
180;2022-05-22 2:28;18,2;70,9;;
181;2022-05-22 2:33;18,2;70,9;;
182;2022-05-22 2:38;18,2;70,9;;
183;2022-05-22 2:43;18,2;70,9;;
184;2022-05-22 2:48;18,2;71,3;;
185;2022-05-22 2:53;18,2;71,3;;
186;2022-05-22 2:58;18,1;70,9;;
187;2022-05-22 3:03;18,1;71,3;;
188;2022-05-22 3:08;18,1;71,3;;
189;2022-05-22 3:13;18,1;71,3;;
190;2022-05-22 3:18;18,1;71,3;;
191;2022-05-22 3:23;18,1;71,3;;
192;2022-05-22 3:28;18,1;71,3;;
193;2022-05-22 3:33;18,1;71,3;;
194;2022-05-22 3:38;18,1;71,3;;
195;2022-05-22 3:43;18;71,3;;
196;2022-05-22 3:48;18;71,3;;
197;2022-05-22 3:53;18,1;71,3;;
198;2022-05-22 3:58;18,1;71,7;;
199;2022-05-22 4:03;18,1;71,7;;
200;2022-05-22 4:08;18,1;71,7;;
201;2022-05-22 4:13;18,1;71,7;;
202;2022-05-22 4:18;18,1;71,7;;
203;2022-05-22 4:23;18,1;71,7;;
204;2022-05-22 4:28;18,2;71,7;;
205;2022-05-22 4:33;18,2;71,7;;
206;2022-05-22 4:38;18,2;71,7;;
207;2022-05-22 4:43;18,2;71,8;;
208;2022-05-22 4:48;18,2;72,2;;
209;2022-05-22 4:53;18,2;72,2;;
210;2022-05-22 4:58;18,2;72,2;;
211;2022-05-22 5:03;18,3;72,2;;
212;2022-05-22 5:08;18,3;72,2;;
213;2022-05-22 5:13;18,3;72,2;;
214;2022-05-22 5:18;18,3;72,6;;
215;2022-05-22 5:23;18,3;72,6;;
216;2022-05-22 5:28;18,3;72,6;;
217;2022-05-22 5:33;18,3;72,6;;
218;2022-05-22 5:38;18,3;72,7;;
219;2022-05-22 5:43;18,3;72,7;;
220;2022-05-22 5:48;18,3;72,6;;
221;2022-05-22 5:53;18,3;73,1;;
222;2022-05-22 5:58;18,3;73,1;;
223;2022-05-22 6:03;18,3;73,1;;
224;2022-05-22 6:08;18,3;73,1;;
225;2022-05-22 6:13;18,3;73,1;;
226;2022-05-22 6:18;18,3;73,1;;
227;2022-05-22 6:23;18,2;73,5;;
228;2022-05-22 6:28;18,2;73,5;;
229;2022-05-22 6:33;18,1;73,5;;
230;2022-05-22 6:38;18,1;73,9;;
231;2022-05-22 6:43;18;73,9;;
232;2022-05-22 6:48;18;74,3;;
233;2022-05-22 6:53;18;74,3;;
234;2022-05-22 6:58;18;74,3;;
235;2022-05-22 7:03;18;74,7;;
236;2022-05-22 7:08;18;74,7;;
237;2022-05-22 7:13;18;74,7;;
238;2022-05-22 7:18;18,1;74,7;;
239;2022-05-22 7:23;18,1;74,3;;
240;2022-05-22 7:28;18,1;74,3;;
241;2022-05-22 7:33;18,2;74,3;;
242;2022-05-22 7:38;18,2;74,3;;
243;2022-05-22 7:43;18,3;74,4;;
244;2022-05-22 7:48;18,4;74,4;;
245;2022-05-22 7:53;18,5;74,4;;
246;2022-05-22 7:58;18,5;74,4;;
247;2022-05-22 8:03;18,6;74,4;;
248;2022-05-22 8:08;18,7;74,4;;
249;2022-05-22 8:13;18,8;74;;
250;2022-05-22 8:18;18,9;74,1;;
251;2022-05-22 8:23;19;74,1;;
252;2022-05-22 8:28;19,2;74,1;;
253;2022-05-22 8:33;19,3;73,7;;
254;2022-05-22 8:38;19,4;72,9;;
255;2022-05-22 8:43;19,4;72,9;;
256;2022-05-22 8:48;19,5;72,4;;
257;2022-05-22 8:53;19,7;71,2;;
258;2022-05-22 8:58;19,9;70,7;;
259;2022-05-22 9:03;19,9;70,8;;
260;2022-05-22 9:08;20;70,8;;
261;2022-05-22 9:13;20;70,8;;
262;2022-05-22 9:18;20;70,8;;
263;2022-05-22 9:23;20,1;70,4;;
264;2022-05-22 9:28;20,1;70,4;;
265;2022-05-22 9:33;20,2;70,4;;
266;2022-05-22 9:38;20,4;70;;
267;2022-05-22 9:43;20,4;70;;
268;2022-05-22 9:48;20,5;69,5;;
269;2022-05-22 9:53;20,5;69,1;;
270;2022-05-22 9:58;20,5;68,7;;
271;2022-05-22 10:03;20,6;68,7;;
272;2022-05-22 10:08;20,6;68,2;;
273;2022-05-22 10:13;20,7;68,2;;
274;2022-05-22 10:18;21;67,8;;
275;2022-05-22 10:23;21,1;66,9;;
276;2022-05-22 10:28;21,2;66,5;;
277;2022-05-22 10:33;21,3;66,5;;
278;2022-05-22 10:38;21,3;66,1;;
279;2022-05-22 10:43;21,5;65,6;;
280;2022-05-22 10:48;21,5;65,6;;
281;2022-05-22 10:53;21,6;65,6;;
282;2022-05-22 10:58;21,7;65,2;;
283;2022-05-22 11:03;21,7;65,2;;
284;2022-05-22 11:08;21,8;65,2;;
285;2022-05-22 11:13;21,9;65,2;;
286;2022-05-22 11:18;21,9;65,2;;
287;2022-05-22 11:23;22,1;64,8;;
288;2022-05-22 11:28;22,2;64,8;;
289;2022-05-22 11:33;22,2;64,8;;
290;2022-05-22 11:38;22,3;64,8;;
291;2022-05-22 11:43;22,3;65,3;;
292;2022-05-22 11:48;22,5;65,3;;
293;2022-05-22 11:53;22,5;65,3;;
294;2022-05-22 11:58;22,5;65,3;;
295;2022-05-22 12:03;22,5;65,8;;
296;2022-05-22 12:08;22,4;65,3;;
297;2022-05-22 12:13;22,5;65,3;;
298;2022-05-22 12:18;22,4;64,9;;
299;2022-05-22 12:23;22,5;65,3;;
300;2022-05-22 12:28;22,8;64,9;;
301;2022-05-22 12:33;22,9;64,9;;
302;2022-05-22 12:38;23,1;65;;
303;2022-05-22 12:43;23,1;64,5;;
304;2022-05-22 12:48;23,1;64,5;;
305;2022-05-22 12:53;23,1;64,5;;
306;2022-05-22 12:58;23,2;64,5;;
307;2022-05-22 13:03;23,4;64,6;;
308;2022-05-22 13:08;23,4;64,6;;
309;2022-05-22 13:13;23,4;64,1;;
310;2022-05-22 13:18;23,5;63,6;;
311;2022-05-22 13:23;23,6;63,6;;
312;2022-05-22 13:28;23,7;63,2;;
313;2022-05-22 13:33;23,7;62,7;;
314;2022-05-22 13:38;23,8;62,3;;
315;2022-05-22 13:43;23,8;62,3;;
316;2022-05-22 13:48;23,9;61,8;;
317;2022-05-22 13:53;24;62,3;;
318;2022-05-22 13:58;24,1;62,8;;
319;2022-05-22 14:03;24,2;62,3;;
320;2022-05-22 14:08;24,3;61,9;;
321;2022-05-22 14:13;24,3;61,4;;
322;2022-05-22 14:18;24,4;60,4;;
323;2022-05-22 14:23;24,4;60,4;;
324;2022-05-22 14:28;24,3;60,4;;
325;2022-05-22 14:33;24,3;60,4;;
326;2022-05-22 14:38;24,2;60,4;;
327;2022-05-22 14:43;24,1;60,4;;
328;2022-05-22 14:48;24;60,9;;
329;2022-05-22 14:53;23,9;60,8;;
330;2022-05-22 14:58;23,7;60,8;;
331;2022-05-22 15:03;23,7;61,3;;
332;2022-05-22 15:08;23,5;61,7;;
333;2022-05-22 15:13;23,4;62,2;;
334;2022-05-22 15:18;23,4;62,7;;
335;2022-05-22 15:23;23,3;63,1;;
336;2022-05-22 15:28;23,2;63,6;;
337;2022-05-22 15:33;23,1;64,5;;
338;2022-05-22 15:38;23,1;65,4;;
339;2022-05-22 15:43;23;65,9;;
340;2022-05-22 15:48;23;66,3;;
341;2022-05-22 15:53;22,9;66,8;;
342;2022-05-22 15:58;22,8;65,9;;
343;2022-05-22 16:03;22,7;65,8;;
344;2022-05-22 16:08;22,6;65,8;;
345;2022-05-22 16:13;22,5;66,3;;
346;2022-05-22 16:18;22,5;66,7;;
347;2022-05-22 16:23;22,5;67,2;;
348;2022-05-22 16:28;22,4;67,2;;
349;2022-05-22 16:33;22,4;67,2;;
350;2022-05-22 16:38;22,3;67,6;;
351;2022-05-22 16:43;22,3;68;;
352;2022-05-22 16:48;22,2;68;;
353;2022-05-22 16:53;22,2;68;;
354;2022-05-22 16:58;22,1;68;;
355;2022-05-22 17:03;22,1;68,5;;
356;2022-05-22 17:08;22,1;68,9;;
357;2022-05-22 17:13;22;68,5;;
358;2022-05-22 17:18;21,9;68,4;;
359;2022-05-22 17:23;21,9;68;;
360;2022-05-22 17:28;21,9;68,9;;
361;2022-05-22 17:33;21,8;68,9;;
362;2022-05-22 17:38;21,8;68,9;;
363;2022-05-22 17:43;21,8;68,9;;
364;2022-05-22 17:48;21,7;68,9;;
365;2022-05-22 17:53;21,7;69,3;;
366;2022-05-22 17:58;21,7;68,8;;
367;2022-05-22 18:03;21,6;69,3;;
368;2022-05-22 18:08;21,6;68,8;;
369;2022-05-22 18:13;21,6;69,3;;
370;2022-05-22 18:18;21,6;68,8;;
371;2022-05-22 18:23;21,5;69,3;;
372;2022-05-22 18:28;21,5;69,7;;
373;2022-05-22 18:33;21,5;69,7;;
374;2022-05-22 18:38;21,4;70,2;;
375;2022-05-22 18:43;21,4;69,7;;
376;2022-05-22 18:48;21,3;70,1;;
377;2022-05-22 18:53;21,3;70,6;;
378;2022-05-22 18:58;21,3;70,6;;
379;2022-05-22 19:03;21,2;70,6;;
380;2022-05-22 19:08;21,2;70,1;;
381;2022-05-22 19:13;21,2;70,5;;
382;2022-05-22 19:18;21,1;70,5;;
383;2022-05-22 19:23;21,1;70,5;;
384;2022-05-22 19:28;21,1;70,5;;
385;2022-05-22 19:33;21,1;70,5;;
386;2022-05-22 19:38;21,1;71;;
387;2022-05-22 19:43;21,1;71;;
388;2022-05-22 19:48;21,1;70,5;;
389;2022-05-22 19:53;21,1;71;;
390;2022-05-22 19:58;21,1;71;;
391;2022-05-22 20:03;21,1;70,5;;
392;2022-05-22 20:08;21,1;70,5;;
393;2022-05-22 20:13;21,1;70,5;;
394;2022-05-22 20:18;21,1;70,1;;
395;2022-05-22 20:23;21,1;70,1;;
396;2022-05-22 20:28;21,1;70,5;;
397;2022-05-22 20:33;21,1;71;;
398;2022-05-22 20:38;21,1;71;;
399;2022-05-22 20:43;21;71;;
400;2022-05-22 20:48;21;70,5;;
401;2022-05-22 20:53;21;70,5;;
402;2022-05-22 20:58;21;70,5;;
403;2022-05-22 21:03;21;70,5;;
404;2022-05-22 21:08;21;71,4;;
405;2022-05-22 21:13;20,9;71,4;;
406;2022-05-22 21:18;20,9;71,4;;
407;2022-05-22 21:23;20,9;71,4;;
408;2022-05-22 21:28;20,9;70,9;;
409;2022-05-22 21:33;20,9;71,4;;
410;2022-05-22 21:38;20,8;70,9;;
411;2022-05-22 21:43;20,8;71,4;;
412;2022-05-22 21:48;20,8;71,4;;
413;2022-05-22 21:53;20,8;71,4;;
414;2022-05-22 21:58;20,8;70,9;;
415;2022-05-22 22:03;20,7;71,4;;
416;2022-05-22 22:08;20,7;71,4;;
417;2022-05-22 22:13;20,7;71,4;;
418;2022-05-22 22:18;20,7;70;;
419;2022-05-22 22:23;20,7;71,4;;
420;2022-05-22 22:28;20,7;71,3;;
421;2022-05-22 22:33;20,6;71,3;;
422;2022-05-22 22:38;20,6;71,3;;
423;2022-05-22 22:43;20,6;71,3;;
424;2022-05-22 22:48;20,6;71,3;;
425;2022-05-22 22:53;20,6;71,8;;
426;2022-05-22 22:58;20,6;70,4;;
427;2022-05-22 23:03;20,6;69,6;;
428;2022-05-22 23:08;20,5;68,6;;
429;2022-05-22 23:13;20,5;68,2;;
430;2022-05-22 23:18;20,5;68,2;;
431;2022-05-22 23:23;20,4;68,2;;
432;2022-05-22 23:28;20,3;67,7;;
433;2022-05-22 23:33;20,2;67,7;;
434;2022-05-22 23:38;20,1;68,6;;
435;2022-05-22 23:43;20,1;69;;
436;2022-05-22 23:48;20;69,4;;
437;2022-05-22 23:53;20;69,4;;
438;2022-05-22 23:58;20;69,4;;
439;2022-05-23 0:03;20;69;;
440;2022-05-23 0:08;20;69;;
441;2022-05-23 0:13;20;69;;
442;2022-05-23 0:18;19,9;69;;
443;2022-05-23 0:23;19,8;68,5;;
444;2022-05-23 0:28;19,8;68,5;;
445;2022-05-23 0:33;19,7;68;;
446;2022-05-23 0:38;19,7;68;;
447;2022-05-23 0:43;19,7;68,5;;
448;2022-05-23 0:48;19,7;68,5;;
449;2022-05-23 0:53;19,7;68,5;;
450;2022-05-23 0:58;19,7;68,5;;
451;2022-05-23 1:03;19,7;68,9;;
452;2022-05-23 1:08;19,7;69,4;;
453;2022-05-23 1:13;19,7;68,9;;
454;2022-05-23 1:18;19,6;68,9;;
455;2022-05-23 1:23;19,6;68,5;;
456;2022-05-23 1:28;19,6;68,9;;
457;2022-05-23 1:33;19,6;68,9;;
458;2022-05-23 1:38;19,6;68,9;;
459;2022-05-23 1:43;19,5;68,9;;
460;2022-05-23 1:48;19,5;68,9;;
461;2022-05-23 1:53;19,5;68,9;;
462;2022-05-23 1:58;19,5;68,9;;
463;2022-05-23 2:03;19,5;68,9;;
464;2022-05-23 2:08;19,5;68,9;;
465;2022-05-23 2:13;19,5;68,9;;
466;2022-05-23 2:18;19,4;68,9;;
467;2022-05-23 2:23;19,4;68,9;;
468;2022-05-23 2:28;19,4;68,4;;
469;2022-05-23 2:33;19,4;68,9;;
470;2022-05-23 2:38;19,3;68,9;;
471;2022-05-23 2:43;19,3;68,9;;
472;2022-05-23 2:48;19,3;68,4;;
473;2022-05-23 2:53;19,2;68,4;;
474;2022-05-23 2:58;19,2;68,4;;
475;2022-05-23 3:03;19,1;67,9;;
476;2022-05-23 3:08;19;67,5;;
477;2022-05-23 3:13;19;67,5;;
478;2022-05-23 3:18;18,9;67,5;;
479;2022-05-23 3:23;18,9;67,4;;
480;2022-05-23 3:28;18,8;67,9;;
481;2022-05-23 3:33;18,8;67,9;;
482;2022-05-23 3:38;18,8;67,9;;
483;2022-05-23 3:43;18,8;67,9;;
484;2022-05-23 3:48;18,8;67,9;;
485;2022-05-23 3:53;18,8;67,9;;
486;2022-05-23 3:58;18,8;67,9;;
487;2022-05-23 4:03;18,8;67,9;;
488;2022-05-23 4:08;18,8;68,3;;
489;2022-05-23 4:13;18,8;68,3;;
490;2022-05-23 4:18;18,8;68,3;;
491;2022-05-23 4:23;18,8;68,3;;
492;2022-05-23 4:28;18,8;68,8;;
493;2022-05-23 4:33;18,8;68,8;;
494;2022-05-23 4:38;18,8;68,8;;
495;2022-05-23 4:43;18,8;68,8;;
496;2022-05-23 4:48;18,8;68,8;;
497;2022-05-23 4:53;18,8;68,8;;
498;2022-05-23 4:58;18,8;69,2;;
499;2022-05-23 5:03;18,7;69,2;;
500;2022-05-23 5:08;18,7;69,2;;
501;2022-05-23 5:13;18,7;69,2;;
502;2022-05-23 5:18;18,7;69,2;;
503;2022-05-23 5:23;18,7;69,2;;
504;2022-05-23 5:28;18,7;69,2;;
505;2022-05-23 5:33;18,7;68,7;;
506;2022-05-23 5:38;18,7;68,7;;
507;2022-05-23 5:43;18,7;68,7;;
508;2022-05-23 5:48;18,7;68,8;;
509;2022-05-23 5:53;18,6;68,7;;
510;2022-05-23 5:58;18,5;68,3;;
511;2022-05-23 6:03;18,5;68,3;;
512;2022-05-23 6:08;18,4;68,7;;
513;2022-05-23 6:13;18,4;68,7;;
514;2022-05-23 6:18;18,4;68,7;;
515;2022-05-23 6:23;18,3;68,7;;
516;2022-05-23 6:28;18,3;69,1;;
517;2022-05-23 6:33;18,2;69,1;;
518;2022-05-23 6:38;18,2;69,1;;
519;2022-05-23 6:43;18,2;69,1;;
520;2022-05-23 6:48;18,2;69,6;;
521;2022-05-23 6:53;18,2;69,6;;
522;2022-05-23 6:58;18,3;69,6;;
523;2022-05-23 7:03;18,3;69,6;;
524;2022-05-23 7:08;18,2;69,1;;
525;2022-05-23 7:13;18,2;70;;
526;2022-05-23 7:18;18,2;70,4;;
527;2022-05-23 7:23;18,2;70,4;;
528;2022-05-23 7:28;18,2;70,4;;
529;2022-05-23 7:33;18,2;70,4;;
530;2022-05-23 7:38;18,2;70,4;;
531;2022-05-23 7:43;18,3;70;;
532;2022-05-23 7:48;18,3;70;;
533;2022-05-23 7:53;18,3;69,6;;
534;2022-05-23 7:58;18,4;69,6;;
535;2022-05-23 8:03;18,4;69,1;;
536;2022-05-23 8:08;18,5;69,2;;
537;2022-05-23 8:13;18,6;69,2;;
538;2022-05-23 8:18;18,8;68,8;;
539;2022-05-23 8:23;18,9;68,4;;
540;2022-05-23 8:28;19,1;68,4;;
541;2022-05-23 8:33;19,2;68,4;;
542;2022-05-23 8:38;19,4;68;;
543;2022-05-23 8:43;19,4;67,5;;
544;2022-05-23 8:48;19,4;67,1;;
545;2022-05-23 8:53;19,5;66,6;;
546;2022-05-23 8:58;19,6;66,2;;
547;2022-05-23 9:03;19,7;66,2;;
548;2022-05-23 9:08;19,8;66,2;;
549;2022-05-23 9:13;19,8;66,2;;
550;2022-05-23 9:18;20;66,3;;
551;2022-05-23 9:23;20;65,8;;
552;2022-05-23 9:28;20,1;65,8;;
553;2022-05-23 9:33;20,2;64,9;;
554;2022-05-23 9:38;20,3;64,5;;
555;2022-05-23 9:43;20,3;64,5;;
556;2022-05-23 9:48;20,4;63,6;;
557;2022-05-23 9:53;20,4;63,1;;
558;2022-05-23 9:58;20,5;63,1;;
559;2022-05-23 10:03;20,5;62,7;;
560;2022-05-23 10:08;20,5;62,7;;
561;2022-05-23 10:13;20,6;62,7;;
562;2022-05-23 10:18;20,6;62,2;;
563;2022-05-23 10:23;20,7;62,2;;
564;2022-05-23 10:28;20,8;62,2;;
565;2022-05-23 10:33;20,9;61,8;;
566;2022-05-23 10:38;21,1;61,8;;
567;2022-05-23 10:43;21,1;61,8;;
568;2022-05-23 10:48;21,2;61,8;;
569;2022-05-23 10:53;21,3;61,9;;
570;2022-05-23 10:58;21,5;61,9;;
571;2022-05-23 11:03;21,6;62,4;;
572;2022-05-23 11:08;21,6;62,4;;
573;2022-05-23 11:13;21,7;61,4;;
574;2022-05-23 11:18;21,7;61;;
575;2022-05-23 11:23;21,8;61;;
576;2022-05-23 11:28;21,8;61;;
577;2022-05-23 11:33;21,9;61,5;;
578;2022-05-23 11:38;22;61;;
579;2022-05-23 11:43;22,1;61;;
580;2022-05-23 11:48;22,1;60,6;;
581;2022-05-23 11:53;22,2;60,1;;
582;2022-05-23 11:58;22,4;59,2;;
583;2022-05-23 12:03;22,4;59,7;;
584;2022-05-23 12:08;22,4;60,1;;
585;2022-05-23 12:13;22,5;60,1;;
586;2022-05-23 12:18;22,4;59,7;;
