Informe de datos;;;;;
Archivo creado el:2022-05-28 17:50:51;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;21-05-2022 11:16
1777;2022-05-27 15:16;20,8;71,7;;
1778;2022-05-27 15:21;20,8;71,7;;
1779;2022-05-27 15:26;20,8;71,7;;
1780;2022-05-27 15:31;20,8;71,2;;
1781;2022-05-27 15:36;20,8;71,2;;
1782;2022-05-27 15:41;20,7;71,2;;
1783;2022-05-27 15:46;20,7;71,2;;
1784;2022-05-27 15:51;20,7;71,2;;
1785;2022-05-27 15:56;20,7;71,2;;
1786;2022-05-27 16:01;20,7;71,2;;
1787;2022-05-27 16:06;20,6;71,2;;
1788;2022-05-27 16:11;20,6;71,2;;
1789;2022-05-27 16:16;20,6;71,2;;
1790;2022-05-27 16:21;20,6;71,2;;
1791;2022-05-27 16:26;20,6;71,2;;
1792;2022-05-27 16:31;20,6;71,6;;
1793;2022-05-27 16:36;20,6;71,6;;
1794;2022-05-27 16:41;20,6;71,6;;
1795;2022-05-27 16:46;20,5;71,6;;
1796;2022-05-27 16:51;20,5;72,1;;
1797;2022-05-27 16:56;20,5;72,1;;
1798;2022-05-27 17:01;20,5;72,1;;
1799;2022-05-27 17:06;20,5;72,1;;
1800;2022-05-27 17:11;20,5;72,1;;
1801;2022-05-27 17:16;20,6;72,1;;
1802;2022-05-27 17:21;20,6;72,1;;
1803;2022-05-27 17:26;20,6;72,1;;
1804;2022-05-27 17:31;20,6;72,1;;
1805;2022-05-27 17:36;20,5;72,1;;
1806;2022-05-27 17:41;20,5;72,5;;
1807;2022-05-27 17:46;20,5;72,1;;
1808;2022-05-27 17:51;20,5;72,5;;
1809;2022-05-27 17:56;20,5;72,5;;
1810;2022-05-27 18:01;20,5;72,5;;
1811;2022-05-27 18:06;20,5;72,5;;
1812;2022-05-27 18:11;20,4;72,5;;
1813;2022-05-27 18:16;20,4;72,5;;
1814;2022-05-27 18:21;20,4;72,5;;
1815;2022-05-27 18:26;20,4;72,5;;
1816;2022-05-27 18:31;20,4;72,5;;
1817;2022-05-27 18:36;20,4;72,5;;
1818;2022-05-27 18:41;20,4;72,5;;
1819;2022-05-27 18:46;20,3;72,5;;
1820;2022-05-27 18:51;20,3;72,5;;
1821;2022-05-27 18:56;20,3;72,5;;
1822;2022-05-27 19:01;20,3;72,5;;
1823;2022-05-27 19:06;20,3;72,9;;
1824;2022-05-27 19:11;20,3;72,5;;
1825;2022-05-27 19:16;20,3;72,9;;
1826;2022-05-27 19:21;20,3;72,9;;
1827;2022-05-27 19:26;20,3;72,9;;
1828;2022-05-27 19:31;20,3;72,9;;
1829;2022-05-27 19:36;20,3;72,9;;
1830;2022-05-27 19:41;20,3;72,9;;
1831;2022-05-27 19:46;20,3;72,9;;
1832;2022-05-27 19:51;20,3;72,9;;
1833;2022-05-27 19:56;20,3;72,9;;
1834;2022-05-27 20:01;20,3;72,9;;
1835;2022-05-27 20:06;20,3;72,9;;
1836;2022-05-27 20:11;20,2;72,9;;
1837;2022-05-27 20:16;20,2;72,9;;
1838;2022-05-27 20:21;20,2;72,9;;
1839;2022-05-27 20:26;20,2;72,9;;
1840;2022-05-27 20:31;20,2;72,9;;
1841;2022-05-27 20:36;20,2;72,9;;
1842;2022-05-27 20:41;20,2;72,9;;
1843;2022-05-27 20:46;20,2;72,9;;
1844;2022-05-27 20:51;20,2;72,9;;
1845;2022-05-27 20:56;20,2;73,3;;
1846;2022-05-27 21:01;20,2;73,3;;
1847;2022-05-27 21:06;20,2;73,3;;
1848;2022-05-27 21:11;20,2;73,3;;
1849;2022-05-27 21:16;20,2;73,3;;
1850;2022-05-27 21:21;20,2;73,3;;
1851;2022-05-27 21:26;20,2;73,3;;
1852;2022-05-27 21:31;20,2;73,3;;
1853;2022-05-27 21:36;20,2;73,3;;
1854;2022-05-27 21:41;20,2;73,3;;
1855;2022-05-27 21:46;20,2;73,3;;
1856;2022-05-27 21:51;20,2;73,3;;
1857;2022-05-27 21:56;20,2;73,3;;
1858;2022-05-27 22:01;20,2;73,3;;
1859;2022-05-27 22:06;20,2;73,3;;
1860;2022-05-27 22:11;20,2;73,3;;
1861;2022-05-27 22:16;20,2;73,3;;
1862;2022-05-27 22:21;20,2;73,3;;
1863;2022-05-27 22:26;20,1;73,3;;
1864;2022-05-27 22:31;20,2;73,3;;
1865;2022-05-27 22:36;20,1;73,3;;
1866;2022-05-27 22:41;20,1;73,3;;
1867;2022-05-27 22:46;20,1;73,3;;
1868;2022-05-27 22:51;20,1;73,3;;
1869;2022-05-27 22:56;20,1;73,3;;
1870;2022-05-27 23:01;20,1;73,7;;
1871;2022-05-27 23:06;20,1;73,7;;
1872;2022-05-27 23:11;20,1;73,7;;
1873;2022-05-27 23:16;20,1;73,7;;
1874;2022-05-27 23:21;20,1;73,7;;
1875;2022-05-27 23:26;20,1;73,7;;
1876;2022-05-27 23:31;20,1;73,7;;
1877;2022-05-27 23:36;20,1;73,7;;
1878;2022-05-27 23:41;20,1;73,7;;
1879;2022-05-27 23:46;20,1;73,7;;
1880;2022-05-27 23:51;20,1;73,7;;
1881;2022-05-27 23:56;20;73,7;;
1882;2022-05-28 0:01;20;73,7;;
1883;2022-05-28 0:06;20;73,7;;
1884;2022-05-28 0:11;20;73,7;;
1885;2022-05-28 0:16;20;73,7;;
1886;2022-05-28 0:21;20;73,7;;
1887;2022-05-28 0:26;20;73,7;;
1888;2022-05-28 0:31;20;74,2;;
1889;2022-05-28 0:36;20;74,2;;
1890;2022-05-28 0:41;20;74,2;;
1891;2022-05-28 0:46;20;74,2;;
1892;2022-05-28 0:51;20;74,2;;
1893;2022-05-28 0:56;20;74,2;;
1894;2022-05-28 1:01;20;74,2;;
1895;2022-05-28 1:06;20;74,2;;
1896;2022-05-28 1:11;20;74,2;;
1897;2022-05-28 1:16;20;74,1;;
1898;2022-05-28 1:21;20;74,1;;
1899;2022-05-28 1:26;20;74,2;;
1900;2022-05-28 1:31;20;74,2;;
1901;2022-05-28 1:36;20;74,1;;
1902;2022-05-28 1:41;20;74,2;;
1903;2022-05-28 1:46;20;74,6;;
1904;2022-05-28 1:51;20;74,6;;
1905;2022-05-28 1:56;20;74,6;;
1906;2022-05-28 2:01;20;74,6;;
1907;2022-05-28 2:06;19,9;74,6;;
1908;2022-05-28 2:11;19,9;74,6;;
1909;2022-05-28 2:16;19,9;74,6;;
1910;2022-05-28 2:21;19,9;74,6;;
1911;2022-05-28 2:26;19,9;74,6;;
1912;2022-05-28 2:31;19,9;74,6;;
1913;2022-05-28 2:36;19,9;74,6;;
1914;2022-05-28 2:41;19,9;74,6;;
1915;2022-05-28 2:46;19,9;74,6;;
1916;2022-05-28 2:51;19,9;74,6;;
1917;2022-05-28 2:56;19,9;74,6;;
1918;2022-05-28 3:01;19,9;74,6;;
1919;2022-05-28 3:06;19,9;74,6;;
1920;2022-05-28 3:11;19,9;74,6;;
1921;2022-05-28 3:16;19,9;74,6;;
1922;2022-05-28 3:21;19,9;74,6;;
1923;2022-05-28 3:26;19,9;74,6;;
1924;2022-05-28 3:31;19,9;74,6;;
1925;2022-05-28 3:36;19,9;74,6;;
1926;2022-05-28 3:41;19,9;74,6;;
1927;2022-05-28 3:46;19,9;74,6;;
1928;2022-05-28 3:51;19,9;74,6;;
1929;2022-05-28 3:56;19,8;74,6;;
1930;2022-05-28 4:01;19,8;74,6;;
1931;2022-05-28 4:06;19,8;74,6;;
1932;2022-05-28 4:11;19,8;74,6;;
1933;2022-05-28 4:16;19,8;74,6;;
1934;2022-05-28 4:21;19,8;74,6;;
1935;2022-05-28 4:26;19,8;74,6;;
1936;2022-05-28 4:31;19,8;74,6;;
1937;2022-05-28 4:36;19,8;74,6;;
1938;2022-05-28 4:41;19,8;74,6;;
1939;2022-05-28 4:46;19,8;74,6;;
1940;2022-05-28 4:51;19,8;74,6;;
1941;2022-05-28 4:56;19,8;74,6;;
1942;2022-05-28 5:01;19,8;74,6;;
1943;2022-05-28 5:06;19,8;74,6;;
1944;2022-05-28 5:11;19,8;74,6;;
1945;2022-05-28 5:16;19,8;74,6;;
1946;2022-05-28 5:21;19,8;74,6;;
1947;2022-05-28 5:26;19,8;74,6;;
1948;2022-05-28 5:31;19,8;74,6;;
1949;2022-05-28 5:36;19,8;74,6;;
1950;2022-05-28 5:41;19,8;74,6;;
1951;2022-05-28 5:46;19,8;74,6;;
1952;2022-05-28 5:51;19,8;74,6;;
1953;2022-05-28 5:56;19,8;74,6;;
1954;2022-05-28 6:01;19,8;74,6;;
1955;2022-05-28 6:06;19,8;74,5;;
1956;2022-05-28 6:11;19,8;74,5;;
1957;2022-05-28 6:16;19,8;74,1;;
1958;2022-05-28 6:21;19,8;74,1;;
1959;2022-05-28 6:26;19,8;74,1;;
1960;2022-05-28 6:31;19,8;74,1;;
1961;2022-05-28 6:36;19,8;74,1;;
1962;2022-05-28 6:41;19,7;74,1;;
1963;2022-05-28 6:46;19,7;74,5;;
1964;2022-05-28 6:51;19,7;74,5;;
1965;2022-05-28 6:56;19,7;74,5;;
1966;2022-05-28 7:01;19,7;74,5;;
1967;2022-05-28 7:06;19,7;74,5;;
1968;2022-05-28 7:11;19,7;74,5;;
1969;2022-05-28 7:16;19,7;74,5;;
1970;2022-05-28 7:21;19,7;74,5;;
1971;2022-05-28 7:26;19,7;74,5;;
1972;2022-05-28 7:31;19,7;74,5;;
1973;2022-05-28 7:36;19,7;74,5;;
1974;2022-05-28 7:41;19,7;74,5;;
1975;2022-05-28 7:46;19,7;74,5;;
1976;2022-05-28 7:51;19,7;74,5;;
1977;2022-05-28 7:56;19,7;74,5;;
1978;2022-05-28 8:01;19,7;74,5;;
1979;2022-05-28 8:06;19,7;74,5;;
1980;2022-05-28 8:11;19,7;74,5;;
1981;2022-05-28 8:16;19,7;74,5;;
1982;2022-05-28 8:21;19,7;74,5;;
1983;2022-05-28 8:26;19,7;75;;
1984;2022-05-28 8:31;19,7;75;;
1985;2022-05-28 8:36;19,7;74,5;;
1986;2022-05-28 8:41;19,8;74,5;;
1987;2022-05-28 8:46;19,8;75;;
1988;2022-05-28 8:51;19,8;74,6;;
1989;2022-05-28 8:56;19,8;74,6;;
1990;2022-05-28 9:01;19,8;74,6;;
1991;2022-05-28 9:06;19,8;74,6;;
1992;2022-05-28 9:11;19,9;74,6;;
1993;2022-05-28 9:16;19,9;74,6;;
1994;2022-05-28 9:21;20;74,6;;
1995;2022-05-28 9:26;20;74,6;;
1996;2022-05-28 9:31;20;74,6;;
1997;2022-05-28 9:36;20,1;74,6;;
1998;2022-05-28 9:41;20,1;74,6;;
1999;2022-05-28 9:46;20,1;74,6;;
2000;2022-05-28 9:51;20,1;74,6;;
2001;2022-05-28 9:56;20,1;74,6;;
2002;2022-05-28 10:01;20,1;74,6;;
2003;2022-05-28 10:06;20,1;74,6;;
2004;2022-05-28 10:11;20,1;74,2;;
2005;2022-05-28 10:16;20,1;74,2;;
2006;2022-05-28 10:21;20,1;73,7;;
2007;2022-05-28 10:26;20,1;73,7;;
2008;2022-05-28 10:31;20,1;73,8;;
2009;2022-05-28 10:36;20,2;73,3;;
2010;2022-05-28 10:41;20,2;73,3;;
2011;2022-05-28 10:46;20,2;73,3;;
2012;2022-05-28 10:51;20,2;72,9;;
2013;2022-05-28 10:56;20,2;72,9;;
2014;2022-05-28 11:01;20,2;72,5;;
2015;2022-05-28 11:06;20,2;72,5;;
2016;2022-05-28 11:11;20,2;72;;
2017;2022-05-28 11:16;20,2;72;;
2018;2022-05-28 11:21;20,2;72;;
2019;2022-05-28 11:26;20,2;72;;
2020;2022-05-28 11:31;20,2;72;;
2021;2022-05-28 11:36;20,2;71,6;;
2022;2022-05-28 11:41;20,2;72;;
2023;2022-05-28 11:46;20,2;72;;
2024;2022-05-28 11:51;20,2;72;;
2025;2022-05-28 11:56;20,2;72;;
2026;2022-05-28 12:01;20,2;72,5;;
2027;2022-05-28 12:06;20,2;72;;
2028;2022-05-28 12:11;20,2;72;;
2029;2022-05-28 12:16;20,2;72;;
2030;2022-05-28 12:21;20,2;72;;
2031;2022-05-28 12:26;20,2;72;;
2032;2022-05-28 12:31;20,2;71,6;;
2033;2022-05-28 12:36;20,2;71,6;;
2034;2022-05-28 12:41;20,2;71,6;;
2035;2022-05-28 12:46;20,2;71,2;;
2036;2022-05-28 12:51;20,2;71,2;;
2037;2022-05-28 12:56;20,2;71,2;;
2038;2022-05-28 13:01;20,2;71,2;;
2039;2022-05-28 13:06;20,3;71,2;;
2040;2022-05-28 13:11;20,3;71,2;;
2041;2022-05-28 13:16;20,3;71,2;;
2042;2022-05-28 13:21;20,3;71,2;;
2043;2022-05-28 13:26;20,3;71,2;;
2044;2022-05-28 13:31;20,3;70,7;;
2045;2022-05-28 13:36;20,3;70,7;;
2046;2022-05-28 13:41;20,4;70,7;;
2047;2022-05-28 13:46;20,4;70,7;;
2048;2022-05-28 13:51;20,4;71,2;;
2049;2022-05-28 13:56;20,4;71,2;;
2050;2022-05-28 14:01;20,4;71,2;;
2051;2022-05-28 14:06;20,4;71,2;;
2052;2022-05-28 14:11;20,4;70,8;;
2053;2022-05-28 14:16;20,4;70,8;;
2054;2022-05-28 14:21;20,4;70,8;;
2055;2022-05-28 14:26;20,5;71,2;;
2056;2022-05-28 14:31;20,5;71,2;;
2057;2022-05-28 14:36;20,5;71,2;;
2058;2022-05-28 14:41;20,5;71,6;;
2059;2022-05-28 14:46;20,8;72,6;;
2060;2022-05-28 14:51;21;71,3;;
2061;2022-05-28 14:56;20,9;71,3;;
2062;2022-05-28 15:01;20,9;71,3;;
2063;2022-05-28 15:06;20,9;71,3;;
2064;2022-05-28 15:11;20,9;71,3;;
2065;2022-05-28 15:16;20,9;71,3;;
2066;2022-05-28 15:21;20,9;71,3;;
2067;2022-05-28 15:26;21;71,3;;
2068;2022-05-28 15:31;21;71,3;;
2069;2022-05-28 15:36;21;71,3;;
2070;2022-05-28 15:41;21;71,3;;
2071;2022-05-28 15:46;21;71,3;;
2072;2022-05-28 15:51;21;70,9;;
2073;2022-05-28 15:56;21;70,9;;
2074;2022-05-28 16:01;21;70,9;;
2075;2022-05-28 16:06;21;70,9;;
2076;2022-05-28 16:11;21;70,9;;
2077;2022-05-28 16:16;21,3;70,9;;
