RC-4HC Temperature+Humidity Data Logger;;;;
User Information;RC-4HC Data Logger V556;;;
Number;719AH10153;;;
Interval    ;0:5:0 H:M:S;;;
Delay Time;0.0 H;;;
Data Sum;28/10/1905 0:00;;;
Temperature Maximum;28.5°C;;;
Temperature Minimum;19.3°C;;;
Temperature Average;22.9°C;;;
Temperature Alarm Upper Limit;60.0°C;;;
Temperature Alarm Lower Limit;-30.0°C;;;
Humidity Maximum;49.1%RH;;;
Humidity Minimum;33.4%RH;;;
Humidity Average;43.1%RH;;;
Humidity Alarm Upper Limit;90%RH;;;
Humidity Alarm Lower Limit;20%RH;;;
Start Time;03/03/2022 12:57;;;
End Time;10/03/2022 22:12;;;
Date Format;yyyy-MM-dd HH:mm:ss;;;
Temperature Unit;°C;;;
Number;Time;Temperature°C;Humidity%RH;
1730;09/03/2022 13:02;23.2;45;
1731;09/03/2022 13:07;23.3;45;
1732;09/03/2022 13:12;23.5;45;
1733;09/03/2022 13:17;23.7;45;
1734;09/03/2022 13:22;23.9;44.5;
1735;09/03/2022 13:27;24.2;44.6;
1736;09/03/2022 13:32;24.5;44.1;
1737;09/03/2022 13:37;24.6;43.5;
1738;09/03/2022 13:42;24.7;43.6;
1739;09/03/2022 13:47;24.8;43.6;
1740;09/03/2022 13:52;24.7;43;
1741;09/03/2022 13:57;24.7;43;
1742;09/03/2022 14:02;24.7;43;
1743;09/03/2022 14:07;24.7;43;
1744;09/03/2022 14:12;24.7;43;
1745;09/03/2022 14:17;24.8;43;
1746;09/03/2022 14:22;24.9;43;
1747;09/03/2022 14:27;24.9;43;
1748;09/03/2022 14:32;25;43.1;
1749;09/03/2022 14:37;25.1;42.5;
1750;09/03/2022 14:42;25.2;42.5;
1751;09/03/2022 14:47;25.3;42;
1752;09/03/2022 14:52;25.4;42;
1753;09/03/2022 14:57;25.9;42.1;
1754;09/03/2022 15:02;26.1;41.6;
1755;09/03/2022 15:07;26.2;41;
1756;09/03/2022 15:12;26.3;41.1;
1757;09/03/2022 15:17;26.2;41;
1758;09/03/2022 15:22;26.2;41;
1759;09/03/2022 15:27;26.4;40.5;
1760;09/03/2022 15:32;26.4;40;
1761;09/03/2022 15:37;26.5;40;
1762;09/03/2022 15:42;26.6;40;
1763;09/03/2022 15:47;26.5;40;
1764;09/03/2022 15:52;26.5;40;
1765;09/03/2022 15:57;26.4;40;
1766;09/03/2022 16:02;26.4;39.4;
1767;09/03/2022 16:07;26.8;38.9;
1768;09/03/2022 16:12;27;38.9;
1769;09/03/2022 16:17;26.8;38.9;
1770;09/03/2022 16:22;26.8;38.9;
1771;09/03/2022 16:27;26.9;38.9;
1772;09/03/2022 16:32;26.9;38.9;
1773;09/03/2022 16:37;26.8;38.9;
1774;09/03/2022 16:42;26.8;38.9;
1775;09/03/2022 16:47;26.7;38.9;
1776;09/03/2022 16:52;26.7;38.4;
1777;09/03/2022 16:57;26.8;38.4;
1778;09/03/2022 17:02;26.8;38.4;
1779;09/03/2022 17:07;26.7;38.4;
1780;09/03/2022 17:12;26.7;38.3;
1781;09/03/2022 17:17;26.7;37.8;
1782;09/03/2022 17:22;26.8;37.8;
1783;09/03/2022 17:27;26.8;37.8;
1784;09/03/2022 17:32;26.7;37.8;
1785;09/03/2022 17:37;26.6;37.8;
1786;09/03/2022 17:42;26.6;37.8;
1787;09/03/2022 17:47;26.5;37.8;
1788;09/03/2022 17:52;26.4;37.8;
1789;09/03/2022 17:57;26.3;37.8;
1790;09/03/2022 18:02;26.2;37.8;
1791;09/03/2022 18:07;26.2;37.7;
1792;09/03/2022 18:12;26;37.7;
1793;09/03/2022 18:17;25.9;37.7;
1794;09/03/2022 18:22;25.8;38.3;
1795;09/03/2022 18:27;25.7;37.7;
1796;09/03/2022 18:32;25.6;38.2;
1797;09/03/2022 18:37;25.4;37.7;
1798;09/03/2022 18:42;25.4;38.2;
1799;09/03/2022 18:47;25.2;38.2;
1800;09/03/2022 18:52;25.1;38.2;
1801;09/03/2022 18:57;25;38.7;
1802;09/03/2022 19:02;24.9;38.7;
1803;09/03/2022 19:07;24.8;38.7;
1804;09/03/2022 19:12;24.7;38.7;
1805;09/03/2022 19:17;24.6;38.7;
1806;09/03/2022 19:22;24.5;38.7;
1807;09/03/2022 19:27;24.4;38.7;
1808;09/03/2022 19:32;24.3;38.7;
1809;09/03/2022 19:37;24.3;38.7;
1810;09/03/2022 19:42;24.2;39.7;
1811;09/03/2022 19:47;24.1;39.7;
1812;09/03/2022 19:52;24;39.7;
1813;09/03/2022 19:57;24;39.7;
1814;09/03/2022 20:02;23.9;40.2;
1815;09/03/2022 20:07;23.8;40.8;
1816;09/03/2022 20:12;23.7;40.8;
1817;09/03/2022 20:17;23.7;40.8;
1818;09/03/2022 20:22;23.6;40.8;
1819;09/03/2022 20:27;23.5;40.7;
1820;09/03/2022 20:32;23.5;41.3;
1821;09/03/2022 20:37;23.4;41.3;
1822;09/03/2022 20:42;23.4;41.3;
1823;09/03/2022 20:47;23.3;41.8;
1824;09/03/2022 20:52;23.3;41.8;
1825;09/03/2022 20:57;23.3;41.8;
1826;09/03/2022 21:02;23.2;41.8;
1827;09/03/2022 21:07;23.2;41.8;
1828;09/03/2022 21:12;23.2;41.8;
1829;09/03/2022 21:17;23.1;41.8;
1830;09/03/2022 21:22;23.1;41.8;
1831;09/03/2022 21:27;23;41.8;
1832;09/03/2022 21:32;23;41.8;
1833;09/03/2022 21:37;23;41.8;
1834;09/03/2022 21:42;22.9;42.3;
1835;09/03/2022 21:47;22.9;42.3;
1836;09/03/2022 21:52;22.9;42.3;
1837;09/03/2022 21:57;22.9;42.3;
1838;09/03/2022 22:02;22.8;42.3;
1839;09/03/2022 22:07;22.8;42.3;
1840;09/03/2022 22:12;22.7;42.3;
1841;09/03/2022 22:17;22.7;42.8;
1842;09/03/2022 22:22;22.7;42.8;
1843;09/03/2022 22:27;22.6;42.8;
1844;09/03/2022 22:32;22.6;42.8;
1845;09/03/2022 22:37;22.6;42.8;
1846;09/03/2022 22:42;22.5;42.8;
1847;09/03/2022 22:47;22.5;42.8;
1848;09/03/2022 22:52;22.5;42.8;
1849;09/03/2022 22:57;22.4;42.8;
1850;09/03/2022 23:02;22.4;42.8;
1851;09/03/2022 23:07;22.3;42.8;
1852;09/03/2022 23:12;22.3;42.8;
1853;09/03/2022 23:17;22.2;42.7;
1854;09/03/2022 23:22;22.2;42.7;
1855;09/03/2022 23:27;22.2;42.7;
1856;09/03/2022 23:32;22.2;43.3;
1857;09/03/2022 23:37;22.2;43.3;
1858;09/03/2022 23:42;22.2;43.3;
1859;09/03/2022 23:47;22.1;43.3;
1860;09/03/2022 23:52;22.1;43.3;
1861;09/03/2022 23:57;22.1;43.3;
1862;10/03/2022 0:02;22;43.3;
1863;10/03/2022 0:07;22;43.2;
1864;10/03/2022 0:12;22;43.2;
1865;10/03/2022 0:17;21.9;43.8;
1866;10/03/2022 0:22;21.9;43.8;
1867;10/03/2022 0:27;21.9;43.8;
1868;10/03/2022 0:32;21.8;43.8;
1869;10/03/2022 0:37;21.8;43.8;
1870;10/03/2022 0:42;21.8;43.8;
1871;10/03/2022 0:47;21.7;43.8;
1872;10/03/2022 0:52;21.7;43.7;
1873;10/03/2022 0:57;21.7;43.7;
1874;10/03/2022 1:02;21.6;43.7;
1875;10/03/2022 1:07;21.6;43.7;
1876;10/03/2022 1:12;21.6;43.7;
1877;10/03/2022 1:17;21.5;43.7;
1878;10/03/2022 1:22;21.5;43.7;
1879;10/03/2022 1:27;21.5;43.7;
1880;10/03/2022 1:32;21.5;44.2;
1881;10/03/2022 1:37;21.5;44.2;
1882;10/03/2022 1:42;21.4;44.2;
1883;10/03/2022 1:47;21.4;44.2;
1884;10/03/2022 1:52;21.4;44.2;
1885;10/03/2022 1:57;21.3;44.2;
1886;10/03/2022 2:02;21.3;44.2;
1887;10/03/2022 2:07;21.3;44.7;
1888;10/03/2022 2:12;21.3;44.7;
1889;10/03/2022 2:17;21.2;44.7;
1890;10/03/2022 2:22;21.2;44.7;
1891;10/03/2022 2:27;21.2;44.7;
1892;10/03/2022 2:32;21.1;44.7;
1893;10/03/2022 2:37;21.1;44.7;
1894;10/03/2022 2:42;21.1;44.7;
1895;10/03/2022 2:47;21.1;44.7;
1896;10/03/2022 2:52;21;44.7;
1897;10/03/2022 2:57;21;44.7;
1898;10/03/2022 3:02;21;44.7;
1899;10/03/2022 3:07;21;44.7;
1900;10/03/2022 3:12;20.9;44.7;
1901;10/03/2022 3:17;20.9;44.7;
1902;10/03/2022 3:22;20.9;44.7;
1903;10/03/2022 3:27;20.9;44.7;
1904;10/03/2022 3:32;20.9;44.7;
1905;10/03/2022 3:37;20.9;44.7;
1906;10/03/2022 3:42;20.8;44.7;
1907;10/03/2022 3:47;20.8;45.2;
1908;10/03/2022 3:52;20.8;45.2;
1909;10/03/2022 3:57;20.7;45.2;
1910;10/03/2022 4:02;20.7;45.2;
1911;10/03/2022 4:07;20.7;45.2;
1912;10/03/2022 4:12;20.6;45.2;
1913;10/03/2022 4:17;20.6;45.2;
1914;10/03/2022 4:22;20.6;45.7;
1915;10/03/2022 4:27;20.6;45.7;
1916;10/03/2022 4:32;20.5;45.7;
1917;10/03/2022 4:37;20.5;45.7;
1918;10/03/2022 4:42;20.5;45.7;
1919;10/03/2022 4:47;20.5;45.7;
1920;10/03/2022 4:52;20.5;45.7;
1921;10/03/2022 4:57;20.5;45.7;
1922;10/03/2022 5:02;20.4;45.7;
1923;10/03/2022 5:07;20.4;45.7;
1924;10/03/2022 5:12;20.4;45.7;
1925;10/03/2022 5:17;20.4;45.7;
1926;10/03/2022 5:22;20.4;45.7;
1927;10/03/2022 5:27;20.3;45.7;
1928;10/03/2022 5:32;20.3;45.7;
1929;10/03/2022 5:37;20.3;45.7;
1930;10/03/2022 5:42;20.3;45.7;
1931;10/03/2022 5:47;20.3;45.7;
1932;10/03/2022 5:52;20.3;45.7;
1933;10/03/2022 5:57;20.3;45.7;
1934;10/03/2022 6:02;20.3;45.7;
1935;10/03/2022 6:07;20.3;45.7;
1936;10/03/2022 6:12;20.2;45.7;
1937;10/03/2022 6:17;20.2;45.7;
1938;10/03/2022 6:22;20.2;45.7;
1939;10/03/2022 6:27;20.2;45.7;
1940;10/03/2022 6:32;20.2;46.2;
1941;10/03/2022 6:37;20.2;45.7;
1942;10/03/2022 6:42;20.2;46.2;
1943;10/03/2022 6:47;20.1;46.2;
1944;10/03/2022 6:52;20.1;46.2;
1945;10/03/2022 6:57;20.1;46.2;
1946;10/03/2022 7:02;20.1;46.2;
1947;10/03/2022 7:07;20.1;46.2;
1948;10/03/2022 7:12;20.1;46.2;
1949;10/03/2022 7:17;20;46.2;
1950;10/03/2022 7:22;20;46.2;
1951;10/03/2022 7:27;20;46.2;
1952;10/03/2022 7:32;20;46.2;
1953;10/03/2022 7:37;20;46.7;
1954;10/03/2022 7:42;20;46.2;
1955;10/03/2022 7:47;19.9;46.7;
1956;10/03/2022 7:52;19.9;46.7;
1957;10/03/2022 7:57;19.9;46.7;
1958;10/03/2022 8:02;19.9;46.7;
1959;10/03/2022 8:07;19.9;46.7;
1960;10/03/2022 8:12;19.9;46.7;
1961;10/03/2022 8:17;19.9;46.7;
1962;10/03/2022 8:22;19.8;46.7;
1963;10/03/2022 8:27;19.8;46.7;
1964;10/03/2022 8:32;19.8;46.7;
1965;10/03/2022 8:37;19.8;46.7;
1966;10/03/2022 8:42;19.8;46.7;
1967;10/03/2022 8:47;19.9;47.2;
1968;10/03/2022 8:52;19.9;47.7;
1969;10/03/2022 8:57;19.9;48.2;
1970;10/03/2022 9:02;20;48.2;
1971;10/03/2022 9:07;20;48.2;
1972;10/03/2022 9:12;20;48.2;
1973;10/03/2022 9:17;20;48.2;
1974;10/03/2022 9:22;20.1;48.2;
1975;10/03/2022 9:27;20.2;48.2;
1976;10/03/2022 9:32;20.3;48.2;
1977;10/03/2022 9:37;20.3;48.3;
1978;10/03/2022 9:42;20.3;48.3;
1979;10/03/2022 9:47;20.4;48.3;
1980;10/03/2022 9:52;20.4;48.3;
1981;10/03/2022 9:57;20.5;48.3;
1982;10/03/2022 10:02;20.6;48.3;
1983;10/03/2022 10:07;20.6;47.8;
1984;10/03/2022 10:12;20.7;47.8;
1985;10/03/2022 10:17;20.8;47.8;
1986;10/03/2022 10:22;20.8;47.8;
1987;10/03/2022 10:27;20.9;47.8;
1988;10/03/2022 10:32;20.9;47.8;
1989;10/03/2022 10:37;21;47.8;
1990;10/03/2022 10:42;21.1;47.8;
1991;10/03/2022 10:47;21.2;47.9;
1992;10/03/2022 10:52;21.2;47.9;
1993;10/03/2022 10:57;21.4;47.9;
1994;10/03/2022 11:02;21.4;47.9;
1995;10/03/2022 11:07;21.5;47.9;
1996;10/03/2022 11:12;21.6;47.9;
1997;10/03/2022 11:17;21.7;47.9;
1998;10/03/2022 11:22;21.8;47.4;
1999;10/03/2022 11:27;21.9;47.4;
2000;10/03/2022 11:32;22.1;47.4;
2001;10/03/2022 11:37;22.2;46.9;
2002;10/03/2022 11:42;22.3;47;
2003;10/03/2022 11:47;22.4;47;
2004;10/03/2022 11:52;22.6;47;
2005;10/03/2022 11:57;22.6;47;
2006;10/03/2022 12:02;22.6;47;
2007;10/03/2022 12:07;22.7;47;
2008;10/03/2022 12:12;22.9;47;
2009;10/03/2022 12:17;22.9;47;
2010;10/03/2022 12:22;23;46;
2011;10/03/2022 12:27;23.1;46;
2012;10/03/2022 12:32;23.3;46;
2013;10/03/2022 12:37;23.4;45.5;
2014;10/03/2022 12:42;23.4;45;
2015;10/03/2022 12:47;23.5;45;
2016;10/03/2022 12:52;23.5;45;
2017;10/03/2022 12:57;23.7;45;
2018;10/03/2022 13:02;23.8;45;
2019;10/03/2022 13:07;24;45.1;
2020;10/03/2022 13:12;24;45.1;
2021;10/03/2022 13:17;24.2;45.1;
2022;10/03/2022 13:22;24.3;45.1;
2023;10/03/2022 13:27;24.4;45.1;
2024;10/03/2022 13:32;24.6;44.6;
2025;10/03/2022 13:37;24.7;44.6;
2026;10/03/2022 13:42;24.7;44.1;
2027;10/03/2022 13:47;24.8;44.1;
2028;10/03/2022 13:52;24.9;43.6;
2029;10/03/2022 13:57;25;43.6;
2030;10/03/2022 14:02;25.2;43.1;
2031;10/03/2022 14:07;25.4;43.1;
2032;10/03/2022 14:12;25.9;42.6;
2033;10/03/2022 14:17;26.2;42.1;
2034;10/03/2022 14:22;26.2;42.1;
2035;10/03/2022 14:27;26.1;41.6;
2036;10/03/2022 14:32;26.1;41.6;
2037;10/03/2022 14:37;26.2;41;
2038;10/03/2022 14:42;26.2;41;
2039;10/03/2022 14:47;26.2;41;
2040;10/03/2022 14:52;26.3;41;
2041;10/03/2022 14:57;26.6;40;
2042;10/03/2022 15:00;26.4;40;
2043;10/03/2022 15:07;26.4;40;
2044;10/03/2022 15:12;26.5;40;
2045;10/03/2022 15:17;26.6;40;
2046;10/03/2022 15:22;26.6;40;
2047;10/03/2022 15:27;26.7;39.5;
2048;10/03/2022 15:32;26.8;39.5;
2049;10/03/2022 15:37;26.8;38.9;
2050;10/03/2022 15:42;26.9;38.9;
2051;10/03/2022 15:47;26.8;38.9;
2052;10/03/2022 15:52;26.9;38.9;
2053;10/03/2022 15:57;27;38.9;
2054;10/03/2022 16:02;27;38.9;
2055;10/03/2022 16:07;25.4;37.7;
2056;10/03/2022 16:12;23.7;38.6;
2057;10/03/2022 16:17;22.9;39.1;
2058;10/03/2022 16:22;22.4;40.1;
2059;10/03/2022 16:27;22.3;41.7;
2060;10/03/2022 16:32;22.9;41.8;
2061;10/03/2022 16:37;23.2;41.8;
2062;10/03/2022 16:42;23.5;41.8;
2063;10/03/2022 16:47;23.7;41.8;
2064;10/03/2022 16:52;23.9;41.9;
2065;10/03/2022 16:57;24.1;41.9;
2066;10/03/2022 17:02;24.4;41.9;
2067;10/03/2022 17:07;24.6;40.9;
2068;10/03/2022 17:12;24.5;39.8;
2069;10/03/2022 17:17;24.4;39.8;
2070;10/03/2022 17:22;24.4;39.8;
2071;10/03/2022 17:27;24.4;39.8;
2072;10/03/2022 17:32;24.3;39.8;
2073;10/03/2022 17:37;24.3;39.7;
2074;10/03/2022 17:42;24.2;40.8;
2075;10/03/2022 17:47;24.1;40.8;
2076;10/03/2022 17:52;24;40.8;
2077;10/03/2022 17:57;24;40.8;
2078;10/03/2022 18:02;24;40.8;
2079;10/03/2022 18:07;23.9;41.3;
2080;10/03/2022 18:12;23.9;41.3;
2081;10/03/2022 18:17;23.9;41.3;
2082;10/03/2022 18:22;23.8;41.3;
2083;10/03/2022 18:27;23.7;41.8;
2084;10/03/2022 18:32;23.6;41.8;
2085;10/03/2022 18:37;23.6;41.8;
2086;10/03/2022 18:42;23.5;41.8;
2087;10/03/2022 18:47;23.4;41.8;
2088;10/03/2022 18:52;23.4;41.8;
2089;10/03/2022 18:57;23.3;41.8;
2090;10/03/2022 19:02;23.3;41.8;
2091;10/03/2022 19:07;23.4;41.8;
2092;10/03/2022 19:12;23.4;41.8;
2093;10/03/2022 19:17;23.4;41.8;
2094;10/03/2022 19:22;23.3;41.8;
2095;10/03/2022 19:27;23.3;42.3;
2096;10/03/2022 19:32;23.3;42.3;
2097;10/03/2022 19:37;23.4;42.3;
2098;10/03/2022 19:42;23.5;42.4;
2099;10/03/2022 19:47;23.5;42.4;
2100;10/03/2022 19:52;23.4;42.3;
2101;10/03/2022 19:57;23.3;42.3;
2102;10/03/2022 20:02;23.2;42.9;
2103;10/03/2022 20:07;23.2;42.9;
2104;10/03/2022 20:12;23.3;42.9;
2105;10/03/2022 20:17;23.3;42.9;
2106;10/03/2022 20:22;23.4;42.9;
2107;10/03/2022 20:27;23.4;42.9;
2108;10/03/2022 20:32;23.5;42.9;
2109;10/03/2022 20:37;23.6;42.9;
2110;10/03/2022 20:42;23.7;42.9;
2111;10/03/2022 20:47;23.8;42.9;
2112;10/03/2022 20:52;23.9;42.9;
2113;10/03/2022 20:57;24;42.9;
2114;10/03/2022 21:02;24;42.9;
2115;10/03/2022 21:07;24;43;
2116;10/03/2022 21:12;24;43.5;
2117;10/03/2022 21:17;24.1;43.5;
2118;10/03/2022 21:22;24.2;44;
2119;10/03/2022 21:27;24.2;44;
2120;10/03/2022 21:32;24.3;44;
2121;10/03/2022 21:37;24.3;44.1;
2122;10/03/2022 21:42;24.4;44.1;
2123;10/03/2022 21:47;24.5;44.1;
2124;10/03/2022 21:52;24.6;44.1;
2125;10/03/2022 21:57;24.7;44.1;
2126;10/03/2022 22:02;24.7;44.1;
2127;10/03/2022 22:07;24.8;44.1;
2128;10/03/2022 22:12;24.9;44.1;
